PUBCHEM_RESULT_TAG,PUBCHEM_SID,PUBCHEM_CID,PUBCHEM_ACTIVITY_OUTCOME,PUBCHEM_ACTIVITY_SCORE,PUBCHEM_ACTIVITY_URL,PUBCHEM_ASSAYDATA_COMMENT,PubChem Standard Value,Standard Type,Standard Relation,Standard Value,Standard Units
RESULT_TYPE,,,,,,,FLOAT,STRING,STRING,FLOAT,STRING
RESULT_DESCR,,,,,,,PubChem standardized value transformed from 'Standard Value'. The unit is always micromolar,Standardized activity type (e.g. IC50 rather than Ic-50/Ic50/ic50/ic-50),"Qualifier (e.g. >, <, =) for 'Standard Value'",Standardized activity value transformed to common units: e.g. mM concentrations converted to nM,Selected units for 'Standard Type': e.g. concentrations are in nM
RESULT_UNIT,,,,,,,MICROMOLAR,,,,
RESULT_IS_ACTIVE_CONCENTRATION,,,,,,,TRUE,,,,
1,103165295,64971,Active,,,,7,IC50,=,7000,nM
2,336865179,127024874,Active,,,,7,IC50,=,7000,nM
3,336865180,127024875,Active,,,,27,IC50,=,27000,nM
4,336865181,127024876,Unspecified,,,,100,IC50,>,100000,nM
5,336868779,127027365,Active,,,,21,IC50,=,21000,nM
6,336869645,127027990,Active,,,,8,IC50,=,8000,nM
7,336869646,127027991,Active,,,,18,IC50,=,18000,nM
8,336869689,127028019,Active,,,,22,IC50,=,22000,nM
9,336869690,127028020,Active,,,,8,IC50,=,8000,nM
10,336870092,127028307,Active,,,,8,IC50,=,8000,nM
11,336871005,127028966,Active,,,,22,IC50,=,22000,nM
12,336871006,127028967,Active,,,,8,IC50,=,8000,nM
13,336871007,127028968,Active,,,,9,IC50,=,9000,nM
14,336871454,127029258,Active,,,,5,IC50,=,5000,nM
