PUBCHEM_RESULT_TAG,PUBCHEM_SID,PUBCHEM_CID,PUBCHEM_ACTIVITY_OUTCOME,PUBCHEM_ACTIVITY_SCORE,PUBCHEM_ACTIVITY_URL,PUBCHEM_ASSAYDATA_COMMENT,PubChem Standard Value,Standard Type,Standard Relation,Standard Value,Standard Units
RESULT_TYPE,,,,,,,FLOAT,STRING,STRING,FLOAT,STRING
RESULT_DESCR,,,,,,,PubChem standardized value transformed from 'Standard Value'. The unit is always micromolar,Standardized activity type (e.g. IC50 rather than Ic-50/Ic50/ic50/ic-50),"Qualifier (e.g. >, <, =) for 'Standard Value'",Standardized activity value transformed to common units: e.g. mM concentrations converted to nM,Selected units for 'Standard Type': e.g. concentrations are in nM
RESULT_UNIT,,,,,,,MICROMOLAR,,,,
RESULT_IS_ACTIVE_CONCENTRATION,,,,,,,TRUE,,,,
1,103507642,3385,Active,,,,3.98,IC50,=,3980,nM
2,336901115,127048208,Active,,,,5.64,IC50,=,5640,nM
3,336901116,127048209,Active,,,,3.98,IC50,=,3980,nM
4,336901117,127048210,Unspecified,,,,50,IC50,>,50000,nM
5,336901118,127048211,Active,,,,2.77,IC50,=,2770,nM
6,336901119,127048212,Active,,,,6.78,IC50,=,6780,nM
7,336901497,127048509,Active,,,,2.97,IC50,=,2970,nM
8,336902794,127049500,Active,,,,6.46,IC50,=,6460,nM
9,336902864,127049538,Active,,,,9.35,IC50,=,9350,nM
10,336902865,127049539,Unspecified,,,,50,IC50,>,50000,nM
11,336902866,127049540,Active,,,,3.67,IC50,=,3670,nM
12,336902867,127049541,Unspecified,,,,50,IC50,>,50000,nM
13,336902868,127049542,Active,,,,1.91,IC50,=,1910,nM
14,336903700,127050137,Active,,,,4.67,IC50,=,4670,nM
15,336903701,127050138,Active,,,,14.05,IC50,=,14050,nM
16,336903702,127050139,Unspecified,,,,50,IC50,>,50000,nM
17,336904182,127050477,Active,,,,6.34,IC50,=,6340,nM
18,336904619,127050790,Active,,,,5.78,IC50,=,5780,nM
19,336904620,127050791,Active,,,,6.7,IC50,=,6700,nM
20,336904621,127050792,Unspecified,,,,50,IC50,>,50000,nM
21,336904622,127050793,Active,,,,1.5,IC50,=,1500,nM
22,336904623,127050794,Active,,,,8.9,IC50,=,8900,nM
23,336905848,127051687,Active,,,,3.21,IC50,=,3210,nM
24,336905849,127051688,Active,,,,3.25,IC50,=,3250,nM
25,336906234,127051967,Active,,,,7.98,IC50,=,7980,nM
26,336906305,127052009,Active,,,,11.2,IC50,=,11200,nM
27,336906306,127052010,Active,,,,15.6,IC50,=,15600,nM
28,336906307,127052011,Active,,,,8.67,IC50,=,8670,nM
29,336906735,127052330,Unspecified,,,,50,IC50,>,50000,nM
30,336906736,127052331,Active,,,,3.16,IC50,=,3160,nM
31,336906737,127052332,Active,,,,4.78,IC50,=,4780,nM
