PUBCHEM_RESULT_TAG,PUBCHEM_SID,PUBCHEM_CID,PUBCHEM_ACTIVITY_OUTCOME,PUBCHEM_ACTIVITY_SCORE,PUBCHEM_ACTIVITY_URL,PUBCHEM_ASSAYDATA_COMMENT,PubChem Standard Value,Standard Type,Standard Relation,Standard Value,Standard Units
RESULT_TYPE,,,,,,,FLOAT,STRING,STRING,FLOAT,STRING
RESULT_DESCR,,,,,,,PubChem standardized value transformed from 'Standard Value'. The unit is always micromolar,Standardized activity type (e.g. IC50 rather than Ic-50/Ic50/ic50/ic-50),"Qualifier (e.g. >, <, =) for 'Standard Value'",Standardized activity value transformed to common units: e.g. mM concentrations converted to nM,Selected units for 'Standard Type': e.g. concentrations are in nM
RESULT_UNIT,,,,,,,MICROMOLAR,,,,
RESULT_IS_ACTIVE_CONCENTRATION,,,,,,,TRUE,,,,
1,103173891,94391,Unspecified,,,,75,IC50,=,75000,nM
2,103507642,3385,Active,,,,24.43,IC50,=,24430,nM
3,194140376,76310930,Active,,,,29.84,IC50,=,29840,nM
4,194140377,76310931,Active,,,,30.62,IC50,=,30620,nM
5,194140378,76310932,Active,,,,37.82,IC50,=,37820,nM
6,194140379,76310933,Active,,,,33.15,IC50,=,33150,nM
7,194147239,76314571,Active,,,,13.52,IC50,=,13520,nM
8,194147240,76314572,Active,,,,30.52,IC50,=,30520,nM
9,194147241,76314573,Active,,,,38.8,IC50,=,38800,nM
10,194147242,76314574,Unspecified,,,,51.79,IC50,=,51790,nM
11,194154122,76318151,Active,,,,27.36,IC50,=,27360,nM
12,194161101,76321837,Active,,,,20.07,IC50,=,20070,nM
13,194161102,76321838,Active,,,,26.34,IC50,=,26340,nM
14,194161103,76321839,Active,,,,30.54,IC50,=,30540,nM
15,194168017,76325470,Active,,,,28.68,IC50,=,28680,nM
16,194168018,76325471,Active,,,,33.92,IC50,=,33920,nM
17,194174817,76329016,Unspecified,,,,53.75,IC50,=,53750,nM
18,194174818,76329017,Active,,,,21.58,IC50,=,21580,nM
19,194174819,76329018,Active,,,,36.34,IC50,=,36340,nM
20,194188527,76336296,Active,,,,23.75,IC50,=,23750,nM
21,194188528,76336297,Active,,,,20.07,IC50,=,20070,nM
