PUBCHEM_RESULT_TAG,PUBCHEM_SID,PUBCHEM_CID,PUBCHEM_ACTIVITY_OUTCOME,PUBCHEM_ACTIVITY_SCORE,PUBCHEM_ACTIVITY_URL,PUBCHEM_ASSAYDATA_COMMENT,PubChem Standard Value,Standard Type,Standard Relation,Standard Value,Standard Units
RESULT_TYPE,,,,,,,FLOAT,STRING,STRING,FLOAT,STRING
RESULT_DESCR,,,,,,,PubChem standardized value transformed from 'Standard Value'. The unit is always micromolar,Standardized activity type (e.g. IC50 rather than Ic-50/Ic50/ic50/ic-50),"Qualifier (e.g. >, <, =) for 'Standard Value'",Standardized activity value transformed to common units: e.g. mM concentrations converted to nM,Selected units for 'Standard Type': e.g. concentrations are in nM
RESULT_UNIT,,,,,,,MICROMOLAR,,,,
RESULT_IS_ACTIVE_CONCENTRATION,,,,,,,TRUE,,,,
1,123097261,31703,Active,,,,0.63,IC50,=,630,nM
2,318393785,122193081,Active,,,,24.04,IC50,=,24040,nM
3,318393786,122193082,Unspecified,,,,100,IC50,>,100000,nM
4,318393787,122193083,Active,,,,36.75,IC50,=,36750,nM
5,318393788,122193084,Unspecified,,,,57.54,IC50,=,57540,nM
6,318393789,122193085,Unspecified,,,,71.58,IC50,=,71580,nM
7,318393790,122193086,Active,,,,32.13,IC50,=,32130,nM
8,318393791,122193087,Active,,,,4.78,IC50,=,4780,nM
9,318393792,122193088,Unspecified,,,,100,IC50,>,100000,nM
10,318393793,122193089,Active,,,,2.95,IC50,=,2950,nM
11,318395566,122194578,Active,,,,18.62,IC50,=,18620,nM
12,318395567,122194579,Active,,,,3.98,IC50,=,3980,nM
13,318395568,122194580,Active,,,,19.09,IC50,=,19090,nM
14,318395569,122194581,Active,,,,31.06,IC50,=,31060,nM
15,318395570,122194582,Active,,,,22.07,IC50,=,22070,nM
16,318395571,122194583,Active,,,,9.77,IC50,=,9770,nM
17,318395572,122194584,Unspecified,,,,50.11,IC50,=,50110,nM
18,318395573,122194585,Active,,,,37.54,IC50,=,37540,nM
19,318395574,122194586,Active,,,,30.82,IC50,=,30820,nM
20,318395575,122194587,Unspecified,,,,90.2,IC50,=,90200,nM
21,318395576,122194588,Active,,,,20.31,IC50,=,20310,nM
22,318395577,122194589,Active,,,,9.33,IC50,=,9330,nM
23,318395578,122194590,Active,,,,4.89,IC50,=,4890,nM
24,318395579,122194591,Active,,,,4.26,IC50,=,4260,nM
25,318395580,122194592,Active,,,,13.18,IC50,=,13180,nM
26,318395581,122194593,Unspecified,,,,75.85,IC50,=,75850,nM
27,318395582,122194594,Active,,,,24.7,IC50,=,24700,nM
28,318395583,122194595,Active,,,,37.15,IC50,=,37150,nM
29,318395584,122194596,Active,,,,12.58,IC50,=,12580,nM
30,318395585,122194597,Active,,,,18.19,IC50,=,18190,nM
31,318395586,122194598,Active,,,,3.63,IC50,=,3630,nM
32,318395587,122194599,Active,,,,41.61,IC50,=,41610,nM
33,318395588,122194600,Active,,,,29.28,IC50,=,29280,nM
34,318395589,122194601,Active,,,,12.24,IC50,=,12240,nM
35,318395590,122194602,Unspecified,,,,100,IC50,>,100000,nM
