PUBCHEM_RESULT_TAG,PUBCHEM_SID,PUBCHEM_CID,PUBCHEM_ACTIVITY_OUTCOME,PUBCHEM_ACTIVITY_SCORE,PUBCHEM_ACTIVITY_URL,PUBCHEM_ASSAYDATA_COMMENT,PubChem Standard Value,Standard Type,Standard Relation,Standard Value,Standard Units
RESULT_TYPE,,,,,,,FLOAT,STRING,STRING,FLOAT,STRING
RESULT_DESCR,,,,,,,PubChem standardized value transformed from 'Standard Value'. The unit is always micromolar,Standardized activity type (e.g. IC50 rather than Ic-50/Ic50/ic50/ic-50),"Qualifier (e.g. >, <, =) for 'Standard Value'",Standardized activity value transformed to common units: e.g. mM concentrations converted to nM,Selected units for 'Standard Type': e.g. concentrations are in nM
RESULT_UNIT,,,,,,,MICROMOLAR,,,,
RESULT_IS_ACTIVE_CONCENTRATION,,,,,,,TRUE,,,,
1,103168561,5351344,Active,,,,0.013,IC50,=,13,nM
2,123097261,31703,Active,,,,1.02,IC50,=,1020,nM
3,124974065,36314,Active,,,,0.012,IC50,=,12,nM
4,160677133,5978,Active,,,,0.098,IC50,=,98,nM
5,336901359,127048399,Active,,,,0.061,IC50,=,61,nM
6,336901360,127048400,Active,,,,0.047,IC50,=,47,nM
7,336901361,21850299,Unspecified,,,,1,IC50,>,1000,nM
8,336901362,127048401,Unspecified,,,,1,IC50,>,1000,nM
9,336901363,127048402,Unspecified,,,,1,IC50,>,1000,nM
10,336901364,127048403,Unspecified,,,,1,IC50,>,1000,nM
11,336902225,127049070,Active,,,,0.05,IC50,=,50,nM
12,336902659,127049384,Active,,,,0.038,IC50,=,38,nM
13,336902660,127049385,Active,,,,0.028,IC50,=,28,nM
14,336906125,127051876,Active,,,,0.045,IC50,=,45,nM
15,336906126,127051877,Active,,,,0.019,IC50,=,19,nM
16,336906127,127051878,Active,,,,0.032,IC50,=,32,nM
17,336906128,127051879,Active,,,,0.014,IC50,=,14,nM
18,336906129,127051880,Active,,,,0.064,IC50,=,64,nM
19,336906130,127051881,Active,,,,0.389,IC50,=,389,nM
20,336906558,127052200,Active,,,,0.497,IC50,=,497,nM
21,336907009,127052509,Active,,,,0.042,IC50,=,42,nM
22,336907404,21850214,Unspecified,,,,1,IC50,>,1000,nM
23,336907405,127052790,Active,,,,0.231,IC50,=,231,nM
24,336907406,127052791,Active,,,,0.033,IC50,=,33,nM
25,336907407,127052792,Active,,,,0.548,IC50,=,548,nM
26,336907408,21850283,Active,,,,0.246,IC50,=,246,nM
27,336907409,127052793,Active,,,,0.087,IC50,=,87,nM
28,336907410,127052794,Active,,,,0.006,IC50,=,6,nM
29,336907411,127052795,Active,,,,0.038,IC50,=,38,nM
30,336907412,127052796,Unspecified,,,,1,IC50,>,1000,nM
31,336907413,127052797,Unspecified,,,,1,IC50,>,1000,nM
32,336907414,127052798,Active,,,,0.782,IC50,=,782,nM
33,336907415,127052799,Active,,,,0.567,IC50,=,567,nM
34,336907416,127052800,Active,,,,0.056,IC50,=,56,nM
