PUBCHEM_RESULT_TAG,PUBCHEM_SID,PUBCHEM_CID,PUBCHEM_ACTIVITY_OUTCOME,PUBCHEM_ACTIVITY_SCORE,PUBCHEM_ACTIVITY_URL,PUBCHEM_ASSAYDATA_COMMENT,PubChem Standard Value,Standard Type,Standard Relation,Standard Value,Standard Units
RESULT_TYPE,,,,,,,FLOAT,STRING,STRING,FLOAT,STRING
RESULT_DESCR,,,,,,,PubChem standardized value transformed from 'Standard Value'. The unit is always micromolar,Standardized activity type (e.g. IC50 rather than Ic-50/Ic50/ic50/ic-50),"Qualifier (e.g. >, <, =) for 'Standard Value'",Standardized activity value transformed to common units: e.g. mM concentrations converted to nM,Selected units for 'Standard Type': e.g. concentrations are in nM
RESULT_UNIT,,,,,,,MICROMOLAR,,,,
RESULT_IS_ACTIVE_CONCENTRATION,,,,,,,TRUE,,,,
1,103244983,123631,Active,,,,26.19,IC50,=,26190,nM
2,103420820,216239,Active,,,,7.99,IC50,=,7990,nM
3,336887051,127038096,Active,,,,34.22,IC50,=,34220,nM
4,336887052,127038097,Active,,,,7.71,IC50,=,7710,nM
5,336887511,127038447,Active,,,,12.28,IC50,=,12280,nM
6,336887512,127038448,Active,,,,6.79,IC50,=,6790,nM
7,336887513,127038449,Active,,,,10.32,IC50,=,10320,nM
8,336887514,127038450,Active,,,,42.07,IC50,=,42070,nM
9,336887530,127038460,Unspecified,,,,50,IC50,>,50000,nM
10,336887531,127038461,Active,,,,44.19,IC50,=,44190,nM
11,336887532,127038462,Active,,,,8.12,IC50,=,8120,nM
12,336887987,127038838,Unspecified,,,,50,IC50,>,50000,nM
13,336887988,127038839,Active,,,,8.98,IC50,=,8980,nM
14,336888299,127039073,Active,,,,30.17,IC50,=,30170,nM
15,336889257,127039782,Active,,,,13.24,IC50,=,13240,nM
16,336889258,127039783,Unspecified,,,,50,IC50,>,50000,nM
17,336889259,127039784,Active,,,,30.22,IC50,=,30220,nM
18,336889260,127039785,Active,,,,31.23,IC50,=,31230,nM
19,336889264,127039788,Active,,,,27.33,IC50,=,27330,nM
20,336889265,127039789,Active,,,,7.47,IC50,=,7470,nM
21,336889266,127039790,Active,,,,33.39,IC50,=,33390,nM
22,336889267,127039791,Active,,,,44.29,IC50,=,44290,nM
23,336889272,127039796,Active,,,,9.42,IC50,=,9420,nM
24,336889273,127039797,Active,,,,9.63,IC50,=,9630,nM
25,336889274,127039798,Active,,,,10.02,IC50,=,10020,nM
26,336889691,127040130,Active,,,,39.26,IC50,=,39260,nM
27,336889698,127040137,Unspecified,,,,50,IC50,>,50000,nM
28,336889699,127040138,Active,,,,19.22,IC50,=,19220,nM
29,336889700,127040139,Active,,,,26.38,IC50,=,26380,nM
30,336889706,127040145,Unspecified,,,,50,IC50,>,50000,nM
31,336889707,127040146,Active,,,,44.58,IC50,=,44580,nM
32,336890874,127041051,Unspecified,,,,50,IC50,>,50000,nM
