PUBCHEM_RESULT_TAG,PUBCHEM_SID,PUBCHEM_CID,PUBCHEM_ACTIVITY_OUTCOME,PUBCHEM_ACTIVITY_SCORE,PUBCHEM_ACTIVITY_URL,PUBCHEM_ASSAYDATA_COMMENT,PubChem Standard Value,Standard Type,Standard Relation,Standard Value,Standard Units
RESULT_TYPE,,,,,,,FLOAT,STRING,STRING,FLOAT,STRING
RESULT_DESCR,,,,,,,PubChem standardized value transformed from 'Standard Value'. The unit is always micromolar,Standardized activity type (e.g. IC50 rather than Ic-50/Ic50/ic50/ic-50),"Qualifier (e.g. >, <, =) for 'Standard Value'",Standardized activity value transformed to common units: e.g. mM concentrations converted to nM,Selected units for 'Standard Type': e.g. concentrations are in nM
RESULT_UNIT,,,,,,,MICROMOLAR,,,,
RESULT_IS_ACTIVE_CONCENTRATION,,,,,,,TRUE,,,,
1,103737357,44604735,Active,,,,7.8,IC50,=,7800,nM
2,103737424,44604736,Active,,,,8.6,IC50,=,8600,nM
3,103737425,44604734,Active,,,,10,IC50,=,10000,nM
4,103737426,44604940,Active,,,,10,IC50,=,10000,nM
5,103737427,44604945,Active,,,,10,IC50,=,10000,nM
6,103737428,11325812,Active,,,,10,IC50,=,10000,nM
7,103737493,44605144,Active,,,,20,IC50,=,20000,nM
8,103737494,44605146,Active,,,,20,IC50,=,20000,nM
9,103737495,44605147,Active,,,,20,IC50,=,20000,nM
10,103737496,44605148,Active,,,,20,IC50,=,20000,nM
11,103737497,44605150,Active,,,,20,IC50,=,20000,nM
12,103737498,21775613,Active,,,,20,IC50,=,20000,nM
13,103737583,11429041,Active,,,,20,IC50,=,20000,nM
