PUBCHEM_RESULT_TAG,PUBCHEM_SID,PUBCHEM_CID,PUBCHEM_ACTIVITY_OUTCOME,PUBCHEM_ACTIVITY_SCORE,PUBCHEM_ACTIVITY_URL,PUBCHEM_ASSAYDATA_COMMENT,PubChem Standard Value,Standard Type,Standard Relation,Standard Value,Standard Units
RESULT_TYPE,,,,,,,FLOAT,STRING,STRING,FLOAT,STRING
RESULT_DESCR,,,,,,,PubChem standardized value transformed from 'Standard Value'. The unit is always micromolar,Standardized activity type (e.g. IC50 rather than Ic-50/Ic50/ic50/ic-50),"Qualifier (e.g. >, <, =) for 'Standard Value'",Standardized activity value transformed to common units: e.g. mM concentrations converted to nM,Selected units for 'Standard Type': e.g. concentrations are in nM
RESULT_UNIT,,,,,,,MICROMOLAR,,,,
RESULT_IS_ACTIVE_CONCENTRATION,,,,,,,TRUE,,,,
1,103173891,94391,Unspecified,,,,84,IC50,=,84000,nM
2,103507642,3385,Active,,,,24.43,IC50,=,24430,nM
3,174488824,73346427,Unspecified,,,,50,IC50,>,50000,nM
4,174488825,73346428,Active,,,,17.93,IC50,=,17930,nM
5,174493869,73347930,Active,,,,23.55,IC50,=,23550,nM
6,174493870,73347931,Active,,,,30.78,IC50,=,30780,nM
7,174493871,73347932,Active,,,,25.23,IC50,=,25230,nM
8,174493872,73347933,Active,,,,12.73,IC50,=,12730,nM
9,174493873,73347934,Active,,,,40.63,IC50,=,40630,nM
10,174499022,73349471,Active,,,,49.87,IC50,=,49870,nM
11,174499023,73349472,Unspecified,,,,50,IC50,>,50000,nM
12,174499024,73349473,Active,,,,31.39,IC50,=,31390,nM
13,174499025,73349474,Active,,,,27.31,IC50,=,27310,nM
14,174499026,73349475,Active,,,,24.59,IC50,=,24590,nM
15,174499027,73349476,Active,,,,40.2,IC50,=,40200,nM
16,174499028,73349477,Active,,,,37.71,IC50,=,37710,nM
17,174499029,73349478,Active,,,,40.12,IC50,=,40120,nM
18,174504275,73351029,Active,,,,45.12,IC50,=,45120,nM
19,174504276,73351030,Active,,,,27.86,IC50,=,27860,nM
20,174504277,73351031,Active,,,,22.06,IC50,=,22060,nM
21,174504278,73351032,Active,,,,8.95,IC50,=,8950,nM
22,174504279,73351033,Active,,,,28.55,IC50,=,28550,nM
23,174509393,73352510,Active,,,,8.41,IC50,=,8410,nM
24,174509394,73352511,Unspecified,,,,50,IC50,>,50000,nM
25,174509395,73352512,Active,,,,49.12,IC50,=,49120,nM
26,174514562,73353987,Active,,,,36.88,IC50,=,36880,nM
27,174514563,73353988,Active,,,,11.38,IC50,=,11380,nM
28,174519585,73355525,Active,,,,42.52,IC50,=,42520,nM
29,174519586,73355526,Active,,,,19.87,IC50,=,19870,nM
30,174519587,73355527,Active,,,,16.57,IC50,=,16570,nM
31,174524862,73357063,Active,,,,11.75,IC50,=,11750,nM
32,174524863,73357064,Active,,,,30.21,IC50,=,30210,nM
33,174524864,73357065,Active,,,,12.31,IC50,=,12310,nM
