PUBCHEM_RESULT_TAG,PUBCHEM_SID,PUBCHEM_CID,PUBCHEM_ACTIVITY_OUTCOME,PUBCHEM_ACTIVITY_SCORE,PUBCHEM_ACTIVITY_URL,PUBCHEM_ASSAYDATA_COMMENT,PubChem Standard Value,Standard Type,Standard Relation,Standard Value,Standard Units
RESULT_TYPE,,,,,,,FLOAT,STRING,STRING,FLOAT,STRING
RESULT_DESCR,,,,,,,PubChem standardized value transformed from 'Standard Value'. The unit is always micromolar,Standardized activity type (e.g. IC50 rather than Ic-50/Ic50/ic50/ic-50),"Qualifier (e.g. >, <, =) for 'Standard Value'",Standardized activity value transformed to common units: e.g. mM concentrations converted to nM,Selected units for 'Standard Type': e.g. concentrations are in nM
RESULT_UNIT,,,,,,,MICROMOLAR,,,,
RESULT_IS_ACTIVE_CONCENTRATION,,,,,,,TRUE,,,,
1,103507642,3385,Active,,,,7.76,IC50,=,7760,nM
2,103623345,44578128,Active,,,,28.9,IC50,=,28900,nM
3,312357905,118713859,Active,,,,21.5,IC50,=,21500,nM
4,312357906,118713860,Active,,,,22.7,IC50,=,22700,nM
5,312357907,118713861,Active,,,,24.4,IC50,=,24400,nM
6,312357908,118713862,Unspecified,,,,100,IC50,>,100000,nM
7,312357909,118713863,Active,,,,5.63,IC50,=,5630,nM
8,312357910,118713864,Active,,,,6.66,IC50,=,6660,nM
9,312357911,118713865,Active,,,,4.5,IC50,=,4500,nM
10,312357912,118713866,Active,,,,3.81,IC50,=,3810,nM
11,312357913,118713867,Active,,,,5.32,IC50,=,5320,nM
12,312357914,118713868,Active,,,,5.99,IC50,=,5990,nM
13,312357915,118713869,Active,,,,3.57,IC50,=,3570,nM
14,312357916,118713870,Active,,,,28.18,IC50,=,28180,nM
15,312357917,118713871,Unspecified,,,,100,IC50,>,100000,nM
16,312357918,118713872,Unspecified,,,,83.34,IC50,=,83340,nM
17,312357919,118713874,Active,,,,9.66,IC50,=,9660,nM
18,312357920,118713876,Active,,,,8.04,IC50,=,8040,nM
19,312357921,118713878,Active,,,,12.73,IC50,=,12730,nM
20,312357922,118713880,Active,,,,14.81,IC50,=,14810,nM
21,312357923,118713882,Active,,,,38.09,IC50,=,38090,nM
22,312357924,118713884,Active,,,,4.61,IC50,=,4610,nM
23,312357925,118713886,Active,,,,5.13,IC50,=,5130,nM
24,312357926,118713888,Active,,,,17.61,IC50,=,17610,nM
