PUBCHEM_RESULT_TAG,PUBCHEM_SID,PUBCHEM_CID,PUBCHEM_ACTIVITY_OUTCOME,PUBCHEM_ACTIVITY_SCORE,PUBCHEM_ACTIVITY_URL,PUBCHEM_ASSAYDATA_COMMENT,PubChem Standard Value,Standard Type,Standard Relation,Standard Value,Standard Units
RESULT_TYPE,,,,,,,FLOAT,STRING,STRING,FLOAT,STRING
RESULT_DESCR,,,,,,,PubChem standardized value transformed from 'Standard Value'. The unit is always micromolar,Standardized activity type (e.g. IC50 rather than Ic-50/Ic50/ic50/ic-50),"Qualifier (e.g. >, <, =) for 'Standard Value'",Standardized activity value transformed to common units: e.g. mM concentrations converted to nM,Selected units for 'Standard Type': e.g. concentrations are in nM
RESULT_UNIT,,,,,,,MICROMOLAR,,,,
RESULT_IS_ACTIVE_CONCENTRATION,,,,,,,TRUE,,,,
1,103168783,4122,Active,,,,1.6,IC50,=,1600,nM
2,103507642,3385,Active,,,,2.36,IC50,=,2360,nM
3,174522625,703492,Active,,,,9.65,IC50,=,9650,nM
4,242189792,555820,Active,,,,18.24,IC50,=,18240,nM
5,242212072,700989,Active,,,,24.76,IC50,=,24760,nM
6,242375386,792340,Active,,,,3.19,IC50,=,3190,nM
7,318388046,7996519,Active,,,,3.19,IC50,=,3190,nM
8,318388047,122189069,Active,,,,2.43,IC50,=,2430,nM
9,318388048,122189070,Active,,,,1.96,IC50,=,1960,nM
10,318388049,122189071,Active,,,,0.83,IC50,=,830,nM
11,318388050,122189072,Active,,,,5.94,IC50,=,5940,nM
12,318388051,122189073,Active,,,,1.59,IC50,=,1590,nM
13,318388052,122189074,Active,,,,2.66,IC50,=,2660,nM
14,318388053,122189075,Unspecified,,,,50,IC50,>,50000,nM
15,318388054,122189076,Active,,,,7.56,IC50,=,7560,nM
16,318388055,122189077,Active,,,,12.6,IC50,=,12600,nM
17,318388056,122189078,Active,,,,3.2,IC50,=,3200,nM
18,318388057,122189079,Active,,,,0.95,IC50,=,950,nM
19,318388058,122189080,Active,,,,2.23,IC50,=,2230,nM
20,318388059,122189081,Active,,,,3.21,IC50,=,3210,nM
21,318388060,122189082,Active,,,,0.97,IC50,=,970,nM
22,318388061,122189083,Active,,,,1.12,IC50,=,1120,nM
23,318388062,122189084,Active,,,,2.13,IC50,=,2130,nM
24,318388063,122189085,Active,,,,27.2,IC50,=,27200,nM
25,318388064,122189086,Active,,,,6.93,IC50,=,6930,nM
26,318388065,122189087,Active,,,,9.24,IC50,=,9240,nM
27,318388066,122189088,Active,,,,3.03,IC50,=,3030,nM
28,318388067,122189089,Active,,,,2.83,IC50,=,2830,nM
29,318388068,122189090,Active,,,,1.17,IC50,=,1170,nM
30,318388069,122189091,Active,,,,1.92,IC50,=,1920,nM
31,318388070,122189092,Active,,,,1.76,IC50,=,1760,nM
32,318388071,122189093,Active,,,,4.21,IC50,=,4210,nM
33,318388072,122189094,Active,,,,8.23,IC50,=,8230,nM
34,318388073,122189095,Active,,,,13,IC50,=,13000,nM
35,318388074,122189096,Active,,,,48.3,IC50,=,48300,nM
36,318388075,122189097,Active,,,,13.9,IC50,=,13900,nM
37,318388076,122189098,Active,,,,2.54,IC50,=,2540,nM
38,318388077,122189099,Active,,,,1.51,IC50,=,1510,nM
39,318388078,122189100,Active,,,,1.76,IC50,=,1760,nM
40,318388079,122189101,Active,,,,1.83,IC50,=,1830,nM
41,318388080,122189102,Active,,,,3.13,IC50,=,3130,nM
42,318388081,122189103,Active,,,,5.73,IC50,=,5730,nM
43,318388082,122189104,Active,,,,6.61,IC50,=,6610,nM
44,318388083,122189105,Active,,,,12.8,IC50,=,12800,nM
45,318388084,122189106,Active,,,,13.2,IC50,=,13200,nM
46,318388085,122189107,Active,,,,7.46,IC50,=,7460,nM
