PUBCHEM_RESULT_TAG,PUBCHEM_SID,PUBCHEM_CID,PUBCHEM_ACTIVITY_OUTCOME,PUBCHEM_ACTIVITY_SCORE,PUBCHEM_ACTIVITY_URL,PUBCHEM_ASSAYDATA_COMMENT,PubChem Standard Value,Standard Type,Standard Relation,Standard Value,Standard Units
RESULT_TYPE,,,,,,,FLOAT,STRING,STRING,FLOAT,STRING
RESULT_DESCR,,,,,,,PubChem standardized value transformed from 'Standard Value'. The unit is always micromolar,Standardized activity type (e.g. IC50 rather than Ic-50/Ic50/ic50/ic-50),"Qualifier (e.g. >, <, =) for 'Standard Value'",Standardized activity value transformed to common units: e.g. mM concentrations converted to nM,Selected units for 'Standard Type': e.g. concentrations are in nM
RESULT_UNIT,,,,,,,MICROMOLAR,,,,
RESULT_IS_ACTIVE_CONCENTRATION,,,,,,,TRUE,,,,
1,312393116,118737002,Active,,,,8.87,IC50,=,8870,nM
2,312393117,118737004,Active,,,,15.43,IC50,=,15430,nM
3,312393118,118737006,Active,,,,4.48,IC50,=,4480,nM
4,312393119,118737008,Active,,,,6.46,IC50,=,6460,nM
5,312393120,118737010,Unspecified,,,,30,IC50,>,30000,nM
6,312393121,118737012,Active,,,,26.95,IC50,=,26950,nM
7,312393122,118737014,Active,,,,10.92,IC50,=,10920,nM
8,312393123,118737016,Active,,,,5.13,IC50,=,5130,nM
9,312393124,118737018,Active,,,,16.42,IC50,=,16420,nM
10,312393125,118737020,Active,,,,7.8,IC50,=,7800,nM
11,312393126,118737022,Unspecified,,,,30,IC50,>,30000,nM
12,312393127,118737024,Unspecified,,,,30,IC50,>,30000,nM
13,312393128,118737026,Active,,,,16.44,IC50,=,16440,nM
14,312393129,118737028,Active,,,,23.73,IC50,=,23730,nM
15,312393130,118737030,Unspecified,,,,30,IC50,>,30000,nM
16,312393131,118737032,Unspecified,,,,30,IC50,>,30000,nM
17,312393132,118737034,Unspecified,,,,30,IC50,>,30000,nM
18,312393133,118737036,Unspecified,,,,30,IC50,>,30000,nM
19,312393134,118737038,Unspecified,,,,30,IC50,>,30000,nM
20,312393135,118737040,Unspecified,,,,30,IC50,>,30000,nM
21,312393136,118737042,Unspecified,,,,30,IC50,>,30000,nM
22,312393137,118737044,Unspecified,,,,30,IC50,>,30000,nM
23,312393138,118737046,Unspecified,,,,30,IC50,>,30000,nM
