PUBCHEM_RESULT_TAG,PUBCHEM_SID,PUBCHEM_CID,PUBCHEM_ACTIVITY_OUTCOME,PUBCHEM_ACTIVITY_SCORE,PUBCHEM_ACTIVITY_URL,PUBCHEM_ASSAYDATA_COMMENT,PubChem Standard Value,Standard Type,Standard Relation,Standard Value,Standard Units
RESULT_TYPE,,,,,,,FLOAT,STRING,STRING,FLOAT,STRING
RESULT_DESCR,,,,,,,PubChem standardized value transformed from 'Standard Value'. The unit is always micromolar,Standardized activity type (e.g. IC50 rather than Ic-50/Ic50/ic50/ic-50),"Qualifier (e.g. >, <, =) for 'Standard Value'",Standardized activity value transformed to common units: e.g. mM concentrations converted to nM,Selected units for 'Standard Type': e.g. concentrations are in nM
RESULT_UNIT,,,,,,,MICROMOLAR,,,,
RESULT_IS_ACTIVE_CONCENTRATION,,,,,,,TRUE,,,,
1,103168561,5351344,Active,,,,0.003,IC50,=,3,nM
2,336901359,127048399,Active,,,,0.077,IC50,=,77,nM
3,336901360,127048400,Active,,,,0.035,IC50,=,35,nM
4,336901361,21850299,Unspecified,,,,1,IC50,>,1000,nM
5,336901362,127048401,Unspecified,,,,1,IC50,>,1000,nM
6,336901363,127048402,Unspecified,,,,1,IC50,>,1000,nM
7,336901364,127048403,Unspecified,,,,1,IC50,>,1000,nM
8,336902225,127049070,Active,,,,0.063,IC50,=,63,nM
9,336902659,127049384,Active,,,,0.032,IC50,=,32,nM
10,336902660,127049385,Active,,,,0.034,IC50,=,34,nM
11,336906125,127051876,Active,,,,0.097,IC50,=,97,nM
12,336906126,127051877,Active,,,,0.009,IC50,=,9,nM
13,336906127,127051878,Active,,,,0.015,IC50,=,15,nM
14,336906128,127051879,Active,,,,0.021,IC50,=,21,nM
15,336906129,127051880,Active,,,,0.091,IC50,=,91,nM
16,336906130,127051881,Active,,,,0.259,IC50,=,259,nM
17,336906558,127052200,Active,,,,0.614,IC50,=,614,nM
18,336907009,127052509,Active,,,,0.028,IC50,=,28,nM
19,336907404,21850214,Unspecified,,,,1,IC50,>,1000,nM
20,336907405,127052790,Active,,,,0.256,IC50,=,256,nM
21,336907406,127052791,Active,,,,0.096,IC50,=,96,nM
22,336907407,127052792,Active,,,,0.356,IC50,=,356,nM
23,336907408,21850283,Active,,,,0.351,IC50,=,351,nM
24,336907409,127052793,Active,,,,0.061,IC50,=,61,nM
25,336907410,127052794,Active,,,,0.009,IC50,=,9,nM
26,336907411,127052795,Active,,,,0.061,IC50,=,61,nM
27,336907412,127052796,Unspecified,,,,1,IC50,>,1000,nM
28,336907413,127052797,Unspecified,,,,1,IC50,>,1000,nM
29,336907414,127052798,Active,,,,0.456,IC50,=,456,nM
30,336907415,127052799,Active,,,,0.389,IC50,=,389,nM
31,336907416,127052800,Active,,,,0.078,IC50,=,78,nM
