PUBCHEM_RESULT_TAG,PUBCHEM_SID,PUBCHEM_CID,PUBCHEM_ACTIVITY_OUTCOME,PUBCHEM_ACTIVITY_SCORE,PUBCHEM_ACTIVITY_URL,PUBCHEM_ASSAYDATA_COMMENT,PubChem Standard Value,Standard Type,Standard Relation,Standard Value,Standard Units
RESULT_TYPE,,,,,,,FLOAT,STRING,STRING,FLOAT,STRING
RESULT_DESCR,,,,,,,PubChem standardized value transformed from 'Standard Value'. The unit is always micromolar,Standardized activity type (e.g. IC50 rather than Ic-50/Ic50/ic50/ic-50),"Qualifier (e.g. >, <, =) for 'Standard Value'",Standardized activity value transformed to common units: e.g. mM concentrations converted to nM,Selected units for 'Standard Type': e.g. concentrations are in nM
RESULT_UNIT,,,,,,,MICROMOLAR,,,,
RESULT_IS_ACTIVE_CONCENTRATION,,,,,,,TRUE,,,,
1,103455604,6459034,Active,,,,8,IC50,=,8000,nM
2,103455605,701308,Active,,,,8,IC50,=,8000,nM
3,103455957,846945,Active,,,,5,IC50,=,5000,nM
4,164131339,71716808,Unspecified,,,,20,IC50,>,20000,nM
5,242328736,894115,Unspecified,,,,20,IC50,>,20000,nM
6,312374039,70845,Unspecified,,,,20,IC50,>,20000,nM
7,312374040,846949,Unspecified,,,,20,IC50,>,20000,nM
8,312374041,1106000,Unspecified,,,,20,IC50,>,20000,nM
9,312374042,25044677,Active,,,,20,IC50,=,20000,nM
10,312374043,894213,Active,,,,2.5,IC50,=,2500,nM
11,312374044,56941418,Unspecified,,,,20,IC50,>,20000,nM
12,312374045,118724174,Unspecified,,,,20,IC50,>,20000,nM
13,312374046,118724175,Unspecified,,,,20,IC50,>,20000,nM
14,312374047,118724176,Unspecified,,,,20,IC50,>,20000,nM
15,312374048,56941135,Unspecified,,,,20,IC50,>,20000,nM
16,312374049,118724177,Active,,,,20,IC50,=,20000,nM
17,312374050,832573,Unspecified,,,,20,IC50,>,20000,nM
18,312374051,118724178,Active,,,,5,IC50,=,5000,nM
19,312374052,118724179,Active,,,,20,IC50,=,20000,nM
