PUBCHEM_RESULT_TAG,PUBCHEM_SID,PUBCHEM_CID,PUBCHEM_ACTIVITY_OUTCOME,PUBCHEM_ACTIVITY_SCORE,PUBCHEM_ACTIVITY_URL,PUBCHEM_ASSAYDATA_COMMENT,PubChem Standard Value,Standard Type,Standard Relation,Standard Value,Standard Units
RESULT_TYPE,,,,,,,FLOAT,STRING,STRING,FLOAT,STRING
RESULT_DESCR,,,,,,,PubChem standardized value transformed from 'Standard Value'. The unit is always micromolar,Standardized activity type (e.g. IC50 rather than Ic-50/Ic50/ic50/ic-50),"Qualifier (e.g. >, <, =) for 'Standard Value'",Standardized activity value transformed to common units: e.g. mM concentrations converted to nM,Selected units for 'Standard Type': e.g. concentrations are in nM
RESULT_UNIT,,,,,,,MICROMOLAR,,,,
RESULT_IS_ACTIVE_CONCENTRATION,,,,,,,TRUE,,,,
1,103168561,5351344,Active,,,,0.005,IC50,=,5,nM
2,374263968,134129879,Active,,,,3.46,IC50,=,3460,nM
3,374263987,134129890,Active,,,,11.35,IC50,=,11350,nM
4,374263994,134129896,Active,,,,9.05,IC50,=,9050,nM
5,374264163,134129961,Active,,,,2.23,IC50,=,2230,nM
6,374264172,134129968,Active,,,,10.96,IC50,=,10960,nM
7,374264192,134129978,Active,,,,11.74,IC50,=,11740,nM
8,374264289,134130065,Active,,,,5.51,IC50,=,5510,nM
9,374264480,134130174,Active,,,,5.79,IC50,=,5790,nM
10,374264502,134130191,Active,,,,2.81,IC50,=,2810,nM
11,374264520,134130209,Active,,,,8.12,IC50,=,8120,nM
12,374264525,132819944,Active,,,,0.97,IC50,=,970,nM
13,374264534,134130221,Active,,,,4.56,IC50,=,4560,nM
14,374264645,134130290,Active,,,,8.7,IC50,=,8700,nM
15,374264748,134130368,Active,,,,4.13,IC50,=,4130,nM
16,374264780,134130395,Active,,,,9.81,IC50,=,9810,nM
17,374264794,134130406,Active,,,,17.8,IC50,=,17800,nM
18,374264820,134130424,Active,,,,0.21,IC50,=,210,nM
19,374264848,134130449,Active,,,,13.1,IC50,=,13100,nM
20,374265067,134130597,Active,,,,10.23,IC50,=,10230,nM
21,374265094,134130621,Active,,,,11.48,IC50,=,11480,nM
22,374265341,134130764,Active,,,,6.6,IC50,=,6600,nM
23,374265358,134130779,Active,,,,6.76,IC50,=,6760,nM
24,374265513,134130838,Active,,,,0.93,IC50,=,930,nM
25,374265514,132819942,Active,,,,0.37,IC50,=,370,nM
26,374265576,134130887,Active,,,,7,IC50,=,7000,nM
27,374265626,134130931,Active,,,,11.14,IC50,=,11140,nM
28,374265643,134130946,Active,,,,8.76,IC50,=,8760,nM
29,374265650,134130951,Active,,,,11.48,IC50,=,11480,nM
30,374265812,132819941,Active,,,,0.15,IC50,=,150,nM
31,374265895,134131106,Active,,,,10.02,IC50,=,10020,nM
32,374266124,134131264,Active,,,,4.36,IC50,=,4360,nM
33,374266276,134131386,Active,,,,0.21,IC50,=,210,nM
34,374266292,134131398,Active,,,,6.16,IC50,=,6160,nM
35,374266294,134131400,Active,,,,6.45,IC50,=,6450,nM
36,374266560,134131582,Active,,,,10.14,IC50,=,10140,nM
37,374266578,132819940,Active,,,,0.16,IC50,=,160,nM
