PUBCHEM_RESULT_TAG,PUBCHEM_SID,PUBCHEM_CID,PUBCHEM_ACTIVITY_OUTCOME,PUBCHEM_ACTIVITY_SCORE,PUBCHEM_ACTIVITY_URL,PUBCHEM_ASSAYDATA_COMMENT,PubChem Standard Value,Standard Type,Standard Relation,Standard Value,Standard Units
RESULT_TYPE,,,,,,,FLOAT,STRING,STRING,FLOAT,STRING
RESULT_DESCR,,,,,,,PubChem standardized value transformed from 'Standard Value'. The unit is always micromolar,Standardized activity type (e.g. IC50 rather than Ic-50/Ic50/ic50/ic-50),"Qualifier (e.g. >, <, =) for 'Standard Value'",Standardized activity value transformed to common units: e.g. mM concentrations converted to nM,Selected units for 'Standard Type': e.g. concentrations are in nM
RESULT_UNIT,,,,,,,MICROMOLAR,,,,
RESULT_IS_ACTIVE_CONCENTRATION,,,,,,,TRUE,,,,
1,103504816,2971,Unspecified,,,,30,IC50,>,30000,nM
2,103556242,3686,Active,,,,5.8,IC50,=,5800,nM
3,164132928,71717130,Unspecified,,,,30,IC50,>,30000,nM
4,164132929,21519506,Unspecified,,,,30,IC50,>,30000,nM
5,164132930,71583322,Active,,,,14.7,IC50,=,14700,nM
6,164138602,71583323,Active,,,,14.9,IC50,=,14900,nM
