PUBCHEM_RESULT_TAG,PUBCHEM_SID,PUBCHEM_CID,PUBCHEM_ACTIVITY_OUTCOME,PUBCHEM_ACTIVITY_SCORE,PUBCHEM_ACTIVITY_URL,PUBCHEM_ASSAYDATA_COMMENT,PubChem Standard Value,Standard Type,Standard Relation,Standard Value,Standard Units
RESULT_TYPE,,,,,,,FLOAT,STRING,STRING,FLOAT,STRING
RESULT_DESCR,,,,,,,PubChem standardized value transformed from 'Standard Value'. The unit is always micromolar,Standardized activity type (e.g. IC50 rather than Ic-50/Ic50/ic50/ic-50),"Qualifier (e.g. >, <, =) for 'Standard Value'",Standardized activity value transformed to common units: e.g. mM concentrations converted to nM,Selected units for 'Standard Type': e.g. concentrations are in nM
RESULT_UNIT,,,,,,,MICROMOLAR,,,,
RESULT_IS_ACTIVE_CONCENTRATION,,,,,,,TRUE,,,,
1,103350986,64945,Active,,,,29.29,IC50,=,29290,nM
2,103507642,3385,Active,,,,37.56,IC50,=,37560,nM
3,312390573,118735009,Unspecified,,,,52.78,IC50,=,52780,nM
4,312390574,118735010,Active,,,,37.43,IC50,=,37430,nM
5,312390575,118735011,Active,,,,40.79,IC50,=,40790,nM
6,312390576,118735012,Active,,,,48.55,IC50,=,48550,nM
7,312390577,118735013,Active,,,,34.55,IC50,=,34550,nM
8,312390578,118735014,Active,,,,30.78,IC50,=,30780,nM
9,312390579,118735015,Active,,,,22.15,IC50,=,22150,nM
10,312390580,118735016,Active,,,,29.84,IC50,=,29840,nM
11,312390581,118735017,Active,,,,30.77,IC50,=,30770,nM
12,312390582,118735018,Active,,,,19.6,IC50,=,19600,nM
13,312390583,118735019,Active,,,,13.64,IC50,=,13640,nM
14,312390584,118735020,Active,,,,45.58,IC50,=,45580,nM
15,312390585,118735021,Active,,,,43.43,IC50,=,43430,nM
16,312390586,118735022,Unspecified,,,,60.09,IC50,=,60090,nM
17,312390587,118735023,Unspecified,,,,60.71,IC50,=,60710,nM
18,312390588,118735024,Unspecified,,,,100,IC50,>,100000,nM
19,312390589,118735025,Active,,,,43.2,IC50,=,43200,nM
20,312390590,118735026,Unspecified,,,,60.9,IC50,=,60900,nM
21,312390591,118735027,Active,,,,46.27,IC50,=,46270,nM
22,312390592,118735028,Active,,,,45.32,IC50,=,45320,nM
23,312390593,118735029,Unspecified,,,,100,IC50,>,100000,nM
24,312390594,118735030,Active,,,,46.33,IC50,=,46330,nM
25,312390595,118735031,Unspecified,,,,100,IC50,>,100000,nM
26,312390596,118735032,Unspecified,,,,52.59,IC50,=,52590,nM
27,312390597,118735033,Unspecified,,,,60.18,IC50,=,60180,nM
28,312390598,118735034,Active,,,,41.03,IC50,=,41030,nM
29,312390599,118735035,Active,,,,47.24,IC50,=,47240,nM
30,312390600,118735036,Active,,,,35.8,IC50,=,35800,nM
31,312390601,118735037,Active,,,,30.84,IC50,=,30840,nM
32,312390602,118735038,Unspecified,,,,64.44,IC50,=,64440,nM
33,312390603,118735039,Unspecified,,,,57.15,IC50,=,57150,nM
34,312390604,118735040,Active,,,,37.94,IC50,=,37940,nM
35,312390605,118735041,Active,,,,38.38,IC50,=,38380,nM
36,312390606,118735042,Active,,,,39.5,IC50,=,39500,nM
37,312390607,118735043,Active,,,,30.28,IC50,=,30280,nM
38,312390608,118735044,Active,,,,34.54,IC50,=,34540,nM
39,312390609,118735045,Active,,,,30.21,IC50,=,30210,nM
40,312390610,118735046,Active,,,,39.78,IC50,=,39780,nM
