PUBCHEM_RESULT_TAG,PUBCHEM_SID,PUBCHEM_CID,PUBCHEM_ACTIVITY_OUTCOME,PUBCHEM_ACTIVITY_SCORE,PUBCHEM_ACTIVITY_URL,PUBCHEM_ASSAYDATA_COMMENT,PubChem Standard Value,Standard Type,Standard Relation,Standard Value,Standard Units
RESULT_TYPE,,,,,,,FLOAT,STRING,STRING,FLOAT,STRING
RESULT_DESCR,,,,,,,PubChem standardized value transformed from 'Standard Value'. The unit is always micromolar,Standardized activity type (e.g. IC50 rather than Ic-50/Ic50/ic50/ic-50),"Qualifier (e.g. >, <, =) for 'Standard Value'",Standardized activity value transformed to common units: e.g. mM concentrations converted to nM,Selected units for 'Standard Type': e.g. concentrations are in nM
RESULT_UNIT,,,,,,,MICROMOLAR,,,,
RESULT_IS_ACTIVE_CONCENTRATION,,,,,,,TRUE,,,,
1,103173891,94391,Unspecified,,,,79.46,IC50,=,79460,nM
2,103507642,3385,Active,,,,34.33,IC50,=,34330,nM
3,174488824,73346427,Active,,,,32.95,IC50,=,32950,nM
4,174488825,73346428,Active,,,,27.06,IC50,=,27060,nM
5,174493869,73347930,Active,,,,19.92,IC50,=,19920,nM
6,174493870,73347931,Active,,,,23.56,IC50,=,23560,nM
7,174493871,73347932,Active,,,,28.87,IC50,=,28870,nM
8,174493872,73347933,Active,,,,19.02,IC50,=,19020,nM
9,174493873,73347934,Unspecified,,,,50,IC50,>,50000,nM
10,174499022,73349471,Active,,,,26.14,IC50,=,26140,nM
11,174499023,73349472,Active,,,,37.11,IC50,=,37110,nM
12,174499024,73349473,Active,,,,30.3,IC50,=,30300,nM
13,174499025,73349474,Active,,,,32.58,IC50,=,32580,nM
14,174499026,73349475,Active,,,,23.19,IC50,=,23190,nM
15,174499027,73349476,Active,,,,32.78,IC50,=,32780,nM
16,174499028,73349477,Active,,,,34.7,IC50,=,34700,nM
17,174499029,73349478,Active,,,,28.02,IC50,=,28020,nM
18,174504275,73351029,Unspecified,,,,50,IC50,>,50000,nM
19,174504276,73351030,Active,,,,22.5,IC50,=,22500,nM
20,174504277,73351031,Active,,,,27.02,IC50,=,27020,nM
21,174504278,73351032,Active,,,,17.93,IC50,=,17930,nM
22,174504279,73351033,Active,,,,12.93,IC50,=,12930,nM
23,174509393,73352510,Active,,,,14.1,IC50,=,14100,nM
24,174509394,73352511,Active,,,,44.07,IC50,=,44070,nM
25,174509395,73352512,Active,,,,42.46,IC50,=,42460,nM
26,174514562,73353987,Active,,,,49.61,IC50,=,49610,nM
27,174514563,73353988,Active,,,,7,IC50,=,7000,nM
28,174519585,73355525,Active,,,,21.59,IC50,=,21590,nM
29,174519586,73355526,Active,,,,9.16,IC50,=,9160,nM
30,174519587,73355527,Active,,,,9.66,IC50,=,9660,nM
31,174524862,73357063,Active,,,,22.23,IC50,=,22230,nM
32,174524863,73357064,Active,,,,17.45,IC50,=,17450,nM
33,174524864,73357065,Active,,,,19.04,IC50,=,19040,nM
