PUBCHEM_RESULT_TAG,PUBCHEM_SID,PUBCHEM_CID,PUBCHEM_ACTIVITY_OUTCOME,PUBCHEM_ACTIVITY_SCORE,PUBCHEM_ACTIVITY_URL,PUBCHEM_ASSAYDATA_COMMENT,PubChem Standard Value,Standard Type,Standard Relation,Standard Value,Standard Units
RESULT_TYPE,,,,,,,FLOAT,STRING,STRING,FLOAT,STRING
RESULT_DESCR,,,,,,,PubChem standardized value transformed from 'Standard Value'. The unit is always micromolar,Standardized activity type (e.g. IC50 rather than Ic-50/Ic50/ic50/ic-50),"Qualifier (e.g. >, <, =) for 'Standard Value'",Standardized activity value transformed to common units: e.g. mM concentrations converted to nM,Selected units for 'Standard Type': e.g. concentrations are in nM
RESULT_UNIT,,,,,,,MICROMOLAR,,,,
RESULT_IS_ACTIVE_CONCENTRATION,,,,,,,TRUE,,,,
1,123097261,31703,Active,,,,1.41,IC50,=,1410,nM
2,336877237,127033135,Active,,,,25.12,IC50,=,25120,nM
3,336877238,127033136,Active,,,,46.35,IC50,=,46350,nM
4,336877245,127033142,Active,,,,21.6,IC50,=,21600,nM
5,336877641,127033411,Active,,,,9.33,IC50,=,9330,nM
6,336877654,127033412,Active,,,,40.55,IC50,=,40550,nM
7,336877658,127033413,Active,,,,12.02,IC50,=,12020,nM
8,336877659,127033414,Active,,,,25.7,IC50,=,25700,nM
9,336877660,127033415,Active,,,,16.18,IC50,=,16180,nM
10,336877661,127033416,Active,,,,14.6,IC50,=,14600,nM
11,336877662,127033417,Active,,,,25.11,IC50,=,25110,nM
12,336877663,127033418,Active,,,,17.37,IC50,=,17370,nM
13,336878073,127033711,Active,,,,28.35,IC50,=,28350,nM
14,336878074,127033712,Active,,,,20.92,IC50,=,20920,nM
15,336878075,15127781,Active,,,,13.18,IC50,=,13180,nM
16,336878076,127033713,Active,,,,8.83,IC50,=,8830,nM
17,336878479,127033988,Active,,,,30.5,IC50,=,30500,nM
18,336878511,127034007,Active,,,,11.14,IC50,=,11140,nM
19,336878512,127034008,Active,,,,17.37,IC50,=,17370,nM
20,336878520,127034015,Active,,,,14.45,IC50,=,14450,nM
21,336878521,127034016,Active,,,,33.6,IC50,=,33600,nM
22,336878522,127034017,Unspecified,,,,79.43,IC50,=,79430,nM
23,336878921,127034252,Active,,,,11.84,IC50,=,11840,nM
24,336878922,127034253,Active,,,,17.53,IC50,=,17530,nM
25,336878923,127034254,Active,,,,26.91,IC50,=,26910,nM
26,336878924,127034255,Active,,,,16.37,IC50,=,16370,nM
27,336878932,127034259,Active,,,,30.36,IC50,=,30360,nM
28,336878933,127034260,Active,,,,21,IC50,=,21000,nM
29,336878963,127034287,Active,,,,40.45,IC50,=,40450,nM
