PUBCHEM_RESULT_TAG,PUBCHEM_SID,PUBCHEM_CID,PUBCHEM_ACTIVITY_OUTCOME,PUBCHEM_ACTIVITY_SCORE,PUBCHEM_ACTIVITY_URL,PUBCHEM_ASSAYDATA_COMMENT,PubChem Standard Value,Standard Type,Standard Relation,Standard Value,Standard Units
RESULT_TYPE,,,,,,,FLOAT,STRING,STRING,FLOAT,STRING
RESULT_DESCR,,,,,,,PubChem standardized value transformed from 'Standard Value'. The unit is always micromolar,Standardized activity type (e.g. IC50 rather than Ic-50/Ic50/ic50/ic-50),"Qualifier (e.g. >, <, =) for 'Standard Value'",Standardized activity value transformed to common units: e.g. mM concentrations converted to nM,Selected units for 'Standard Type': e.g. concentrations are in nM
RESULT_UNIT,,,,,,,MICROMOLAR,,,,
RESULT_IS_ACTIVE_CONCENTRATION,,,,,,,TRUE,,,,
1,103197241,5378284,Unspecified,,,,100,IC50,>,100000,nM
2,103453522,5281661,Active,,,,27.3,IC50,=,27300,nM
3,103453884,5281626,Unspecified,,,,100,IC50,>,100000,nM
4,103453890,5281623,Unspecified,,,,100,IC50,>,100000,nM
5,103621898,5281634,Unspecified,,,,53.2,IC50,=,53200,nM
6,103621961,15714468,Unspecified,,,,100,IC50,>,100000,nM
7,103621962,14828374,Unspecified,,,,100,IC50,>,100000,nM
8,103621963,44577325,Unspecified,,,,100,IC50,>,100000,nM
