PUBCHEM_RESULT_TAG,PUBCHEM_SID,PUBCHEM_CID,PUBCHEM_ACTIVITY_OUTCOME,PUBCHEM_ACTIVITY_SCORE,PUBCHEM_ACTIVITY_URL,PUBCHEM_ASSAYDATA_COMMENT,PubChem Standard Value,Standard Type,Standard Relation,Standard Value,Standard Units
RESULT_TYPE,,,,,,,FLOAT,STRING,STRING,FLOAT,STRING
RESULT_DESCR,,,,,,,PubChem standardized value transformed from 'Standard Value'. The unit is always micromolar,Standardized activity type (e.g. IC50 rather than Ic-50/Ic50/ic50/ic-50),"Qualifier (e.g. >, <, =) for 'Standard Value'",Standardized activity value transformed to common units: e.g. mM concentrations converted to nM,Selected units for 'Standard Type': e.g. concentrations are in nM
RESULT_UNIT,,,,,,,MICROMOLAR,,,,
RESULT_IS_ACTIVE_CONCENTRATION,,,,,,,TRUE,,,,
1,103350986,64945,Unspecified,,,,100,IC50,>,100000,nM
2,103507642,3385,Unspecified,,,,58.74,IC50,=,58740,nM
3,312390573,118735009,Unspecified,,,,100,IC50,>,100000,nM
4,312390574,118735010,Unspecified,,,,100,IC50,>,100000,nM
5,312390575,118735011,Unspecified,,,,100,IC50,>,100000,nM
6,312390576,118735012,Unspecified,,,,100,IC50,>,100000,nM
7,312390577,118735013,Unspecified,,,,100,IC50,>,100000,nM
8,312390578,118735014,Unspecified,,,,100,IC50,>,100000,nM
9,312390579,118735015,Unspecified,,,,100,IC50,>,100000,nM
10,312390580,118735016,Unspecified,,,,100,IC50,>,100000,nM
11,312390581,118735017,Unspecified,,,,100,IC50,>,100000,nM
12,312390582,118735018,Unspecified,,,,100,IC50,>,100000,nM
13,312390583,118735019,Unspecified,,,,100,IC50,>,100000,nM
14,312390584,118735020,Unspecified,,,,100,IC50,>,100000,nM
15,312390585,118735021,Unspecified,,,,100,IC50,>,100000,nM
16,312390586,118735022,Unspecified,,,,100,IC50,>,100000,nM
17,312390587,118735023,Unspecified,,,,100,IC50,>,100000,nM
18,312390588,118735024,Unspecified,,,,100,IC50,>,100000,nM
19,312390589,118735025,Unspecified,,,,100,IC50,>,100000,nM
20,312390590,118735026,Unspecified,,,,100,IC50,>,100000,nM
21,312390591,118735027,Unspecified,,,,100,IC50,>,100000,nM
22,312390592,118735028,Unspecified,,,,100,IC50,>,100000,nM
23,312390593,118735029,Unspecified,,,,100,IC50,>,100000,nM
24,312390594,118735030,Unspecified,,,,100,IC50,>,100000,nM
25,312390595,118735031,Unspecified,,,,100,IC50,>,100000,nM
26,312390596,118735032,Unspecified,,,,100,IC50,>,100000,nM
27,312390597,118735033,Unspecified,,,,100,IC50,>,100000,nM
28,312390598,118735034,Unspecified,,,,100,IC50,>,100000,nM
29,312390599,118735035,Unspecified,,,,100,IC50,>,100000,nM
30,312390600,118735036,Unspecified,,,,100,IC50,>,100000,nM
31,312390601,118735037,Unspecified,,,,100,IC50,>,100000,nM
32,312390602,118735038,Unspecified,,,,100,IC50,>,100000,nM
33,312390603,118735039,Unspecified,,,,100,IC50,>,100000,nM
34,312390604,118735040,Unspecified,,,,100,IC50,>,100000,nM
35,312390605,118735041,Unspecified,,,,100,IC50,>,100000,nM
36,312390606,118735042,Unspecified,,,,100,IC50,>,100000,nM
37,312390607,118735043,Unspecified,,,,100,IC50,>,100000,nM
38,312390608,118735044,Unspecified,,,,100,IC50,>,100000,nM
39,312390609,118735045,Unspecified,,,,100,IC50,>,100000,nM
40,312390610,118735046,Unspecified,,,,100,IC50,>,100000,nM
