PUBCHEM_RESULT_TAG,PUBCHEM_SID,PUBCHEM_CID,PUBCHEM_ACTIVITY_OUTCOME,PUBCHEM_ACTIVITY_SCORE,PUBCHEM_ACTIVITY_URL,PUBCHEM_ASSAYDATA_COMMENT,PubChem Standard Value,Standard Type,Standard Relation,Standard Value,Standard Units
RESULT_TYPE,,,,,,,FLOAT,STRING,STRING,FLOAT,STRING
RESULT_DESCR,,,,,,,PubChem standardized value transformed from 'Standard Value'. The unit is always micromolar,Standardized activity type (e.g. IC50 rather than Ic-50/Ic50/ic50/ic-50),"Qualifier (e.g. >, <, =) for 'Standard Value'",Standardized activity value transformed to common units: e.g. mM concentrations converted to nM,Selected units for 'Standard Type': e.g. concentrations are in nM
RESULT_UNIT,,,,,,,MICROMOLAR,,,,
RESULT_IS_ACTIVE_CONCENTRATION,,,,,,,TRUE,,,,
1,103168561,5351344,Active,,,,0.043,IC50,=,43,nM
2,374263968,134129879,Active,,,,10.71,IC50,=,10710,nM
3,374263987,134129890,Active,,,,20.77,IC50,=,20770,nM
4,374263994,134129896,Active,,,,19.95,IC50,=,19950,nM
5,374264163,134129961,Active,,,,8.57,IC50,=,8570,nM
6,374264172,134129968,Active,,,,12.64,IC50,=,12640,nM
7,374264192,134129978,Active,,,,24.73,IC50,=,24730,nM
8,374264289,134130065,Active,,,,10.54,IC50,=,10540,nM
9,374264480,134130174,Active,,,,16.64,IC50,=,16640,nM
10,374264502,134130191,Active,,,,2.49,IC50,=,2490,nM
11,374264520,134130209,Active,,,,18.78,IC50,=,18780,nM
12,374264525,132819944,Active,,,,3.23,IC50,=,3230,nM
13,374264534,134130221,Active,,,,3.45,IC50,=,3450,nM
14,374264645,134130290,Active,,,,17.15,IC50,=,17150,nM
15,374264748,134130368,Active,,,,8.21,IC50,=,8210,nM
16,374264780,134130395,Active,,,,17.54,IC50,=,17540,nM
17,374264794,134130406,Active,,,,27.78,IC50,=,27780,nM
18,374264820,134130424,Active,,,,2.99,IC50,=,2990,nM
19,374264848,134130449,Active,,,,22,IC50,=,22000,nM
20,374265067,134130597,Active,,,,31.62,IC50,=,31620,nM
21,374265094,134130621,Active,,,,22.95,IC50,=,22950,nM
22,374265341,134130764,Active,,,,11.16,IC50,=,11160,nM
23,374265358,134130779,Active,,,,10.81,IC50,=,10810,nM
24,374265513,134130838,Active,,,,5.35,IC50,=,5350,nM
25,374265514,132819942,Active,,,,4.36,IC50,=,4360,nM
26,374265576,134130887,Active,,,,12.52,IC50,=,12520,nM
27,374265626,134130931,Active,,,,15.48,IC50,=,15480,nM
28,374265643,134130946,Active,,,,14.67,IC50,=,14670,nM
29,374265650,134130951,Active,,,,9.12,IC50,=,9120,nM
30,374265812,132819941,Active,,,,1.41,IC50,=,1410,nM
31,374265895,134131106,Active,,,,9.5,IC50,=,9500,nM
32,374266124,134131264,Active,,,,1.52,IC50,=,1520,nM
33,374266276,134131386,Active,,,,3.15,IC50,=,3150,nM
34,374266292,134131398,Active,,,,8.68,IC50,=,8680,nM
35,374266294,134131400,Active,,,,8.57,IC50,=,8570,nM
36,374266560,134131582,Active,,,,16.14,IC50,=,16140,nM
37,374266578,132819940,Active,,,,1.13,IC50,=,1130,nM
