PUBCHEM_RESULT_TAG,PUBCHEM_SID,PUBCHEM_CID,PUBCHEM_ACTIVITY_OUTCOME,PUBCHEM_ACTIVITY_SCORE,PUBCHEM_ACTIVITY_URL,PUBCHEM_ASSAYDATA_COMMENT,PubChem Standard Value,Standard Type,Standard Relation,Standard Value,Standard Units
RESULT_TYPE,,,,,,,FLOAT,STRING,STRING,FLOAT,STRING
RESULT_DESCR,,,,,,,PubChem standardized value transformed from 'Standard Value'. The unit is always micromolar,Standardized activity type (e.g. IC50 rather than Ic-50/Ic50/ic50/ic-50),"Qualifier (e.g. >, <, =) for 'Standard Value'",Standardized activity value transformed to common units: e.g. mM concentrations converted to nM,Selected units for 'Standard Type': e.g. concentrations are in nM
RESULT_UNIT,,,,,,,MICROMOLAR,,,,
RESULT_IS_ACTIVE_CONCENTRATION,,,,,,,TRUE,,,,
1,103168084,10607,Active,,,,0.023,IC50,=,23,nM
2,103492271,2799598,Active,,,,9.7,IC50,=,9700,nM
3,103647262,3403214,Active,,,,6,IC50,=,6000,nM
4,103647263,44589118,Active,,,,7.3,IC50,=,7300,nM
5,103647264,44589119,Active,,,,4.3,IC50,=,4300,nM
6,103647265,44589120,Active,,,,12,IC50,=,12000,nM
7,103647568,44589252,Active,,,,5.2,IC50,=,5200,nM
8,103647570,44589254,Active,,,,11,IC50,=,11000,nM
