PUBCHEM_RESULT_TAG,PUBCHEM_SID,PUBCHEM_CID,PUBCHEM_ACTIVITY_OUTCOME,PUBCHEM_ACTIVITY_SCORE,PUBCHEM_ACTIVITY_URL,PUBCHEM_ASSAYDATA_COMMENT,PubChem Standard Value,Standard Type,Standard Relation,Standard Value,Standard Units
RESULT_TYPE,,,,,,,FLOAT,STRING,STRING,FLOAT,STRING
RESULT_DESCR,,,,,,,PubChem standardized value transformed from 'Standard Value'. The unit is always micromolar,Standardized activity type (e.g. IC50 rather than Ic-50/Ic50/ic50/ic-50),"Qualifier (e.g. >, <, =) for 'Standard Value'",Standardized activity value transformed to common units: e.g. mM concentrations converted to nM,Selected units for 'Standard Type': e.g. concentrations are in nM
RESULT_UNIT,,,,,,,MICROMOLAR,,,,
RESULT_IS_ACTIVE_CONCENTRATION,,,,,,,TRUE,,,,
1,103173891,94391,Active,,,,29.35,IC50,=,29350,nM
2,103507642,3385,Unspecified,,,,80.48,IC50,=,80480,nM
3,194140376,76310930,Active,,,,18.19,IC50,=,18190,nM
4,194140377,76310931,Active,,,,13.06,IC50,=,13060,nM
5,194140378,76310932,Active,,,,10.11,IC50,=,10110,nM
6,194140379,76310933,Active,,,,28.79,IC50,=,28790,nM
7,194147239,76314571,Active,,,,10.29,IC50,=,10290,nM
8,194147240,76314572,Active,,,,25.79,IC50,=,25790,nM
9,194147241,76314573,Active,,,,25.13,IC50,=,25130,nM
10,194147242,76314574,Active,,,,14.34,IC50,=,14340,nM
11,194154122,76318151,Active,,,,18.89,IC50,=,18890,nM
12,194161101,76321837,Active,,,,10.84,IC50,=,10840,nM
13,194161102,76321838,Active,,,,12.22,IC50,=,12220,nM
14,194161103,76321839,Active,,,,11.12,IC50,=,11120,nM
15,194168017,76325470,Active,,,,15.2,IC50,=,15200,nM
16,194168018,76325471,Active,,,,13.91,IC50,=,13910,nM
17,194174817,76329016,Active,,,,19.26,IC50,=,19260,nM
18,194174818,76329017,Active,,,,14.94,IC50,=,14940,nM
19,194174819,76329018,Active,,,,10.47,IC50,=,10470,nM
20,194188527,76336296,Active,,,,4.94,IC50,=,4940,nM
21,194188528,76336297,Active,,,,12.82,IC50,=,12820,nM
