PUBCHEM_RESULT_TAG,PUBCHEM_SID,PUBCHEM_CID,PUBCHEM_ACTIVITY_OUTCOME,PUBCHEM_ACTIVITY_SCORE,PUBCHEM_ACTIVITY_URL,PUBCHEM_ASSAYDATA_COMMENT,PubChem Standard Value,Standard Type,Standard Relation,Standard Value,Standard Units
RESULT_TYPE,,,,,,,FLOAT,STRING,STRING,FLOAT,STRING
RESULT_DESCR,,,,,,,PubChem standardized value transformed from 'Standard Value'. The unit is always micromolar,Standardized activity type (e.g. IC50 rather than Ic-50/Ic50/ic50/ic-50),"Qualifier (e.g. >, <, =) for 'Standard Value'",Standardized activity value transformed to common units: e.g. mM concentrations converted to nM,Selected units for 'Standard Type': e.g. concentrations are in nM
RESULT_UNIT,,,,,,,MICROMOLAR,,,,
RESULT_IS_ACTIVE_CONCENTRATION,,,,,,,TRUE,,,,
1,104234257,443939,Active,,,,0.02,IC50,=,20,nM
2,312361898,118716551,Active,,,,13,IC50,=,13000,nM
3,312361996,118716602,Active,,,,21,IC50,=,21000,nM
4,312361997,118716603,Unspecified,,,,100,IC50,>,100000,nM
5,312361998,118716604,Unspecified,,,,100,IC50,>,100000,nM
6,312361999,118716605,Active,,,,20,IC50,=,20000,nM
7,312362000,118716606,Unspecified,,,,100,IC50,>,100000,nM
8,312362001,118716607,Unspecified,,,,100,IC50,>,100000,nM
9,312362002,118716608,Unspecified,,,,100,IC50,>,100000,nM
10,312362003,118716609,Unspecified,,,,100,IC50,>,100000,nM
11,312362004,118716610,Unspecified,,,,100,IC50,>,100000,nM
