PUBCHEM_RESULT_TAG,PUBCHEM_SID,PUBCHEM_CID,PUBCHEM_ACTIVITY_OUTCOME,PUBCHEM_ACTIVITY_SCORE,PUBCHEM_ACTIVITY_URL,PUBCHEM_ASSAYDATA_COMMENT,PubChem Standard Value,Standard Type,Standard Relation,Standard Value,Standard Units
RESULT_TYPE,,,,,,,FLOAT,STRING,STRING,FLOAT,STRING
RESULT_DESCR,,,,,,,PubChem standardized value transformed from 'Standard Value'. The unit is always micromolar,Standardized activity type (e.g. IC50 rather than Ic-50/Ic50/ic50/ic-50),"Qualifier (e.g. >, <, =) for 'Standard Value'",Standardized activity value transformed to common units: e.g. mM concentrations converted to nM,Selected units for 'Standard Type': e.g. concentrations are in nM
RESULT_UNIT,,,,,,,MICROMOLAR,,,,
RESULT_IS_ACTIVE_CONCENTRATION,,,,,,,TRUE,,,,
1,160667760,70681521,Active,,,,0.0885,IC50,=,88.5,nM
2,160667782,67616580,Active,,,,0.113,IC50,=,113,nM
3,160667788,67617276,Active,,,,0.097,IC50,=,97,nM
4,160673112,67617590,Active,,,,0.05,IC50,=,50,nM
5,160673113,67617805,Active,,,,0.0309,IC50,=,30.9,nM
6,160673114,67617657,Active,,,,0.0062,IC50,=,6.2,nM
7,160673115,70683648,Active,,,,0.19,IC50,=,190,nM
8,160673150,67616823,Active,,,,0.279,IC50,=,279,nM
9,160678468,56965335,Active,,,,0.001,IC50,<,1,nM
10,160678469,56965336,Active,,,,0.016,IC50,=,16,nM
11,160678471,70685787,Active,,,,0.196,IC50,=,196,nM
12,160678472,67617339,Active,,,,0.0322,IC50,=,32.2,nM
13,160678474,67616256,Active,,,,0.0121,IC50,=,12.1,nM
14,160678475,70685789,Unspecified,,,,56,IC50,>,56000,nM
15,160678476,67616724,Active,,,,0.0552,IC50,=,55.2,nM
16,160683811,56965231,Active,,,,0.016,IC50,=,16,nM
17,160683814,67607446,Active,,,,0.019,IC50,=,19,nM
18,160683815,67617538,Active,,,,0.137,IC50,=,137,nM
19,160689176,67616238,Active,,,,0.0274,IC50,=,27.4,nM
20,160689183,67616627,Active,,,,0.108,IC50,=,108,nM
21,160694619,70692104,Active,,,,0.0479,IC50,=,47.9,nM
22,160694627,67607695,Active,,,,0.268,IC50,=,268,nM
23,160699981,70694151,Active,,,,1.67,IC50,=,1670,nM
24,160699983,67609322,Active,,,,0.036,IC50,=,36,nM
25,160699985,67617592,Active,,,,0.173,IC50,=,173,nM
26,160705340,10266162,Active,,,,0.0529,IC50,=,52.9,nM
27,160705341,70696276,Active,,,,0.253,IC50,=,253,nM
28,160705342,67616261,Active,,,,0.0099,IC50,=,9.9,nM
29,160705343,70696277,Active,,,,0.492,IC50,=,492,nM
30,160705345,70696278,Active,,,,0.0135,IC50,=,13.5,nM
31,160705346,70696279,Active,,,,0.071,IC50,=,71,nM
