PUBCHEM_RESULT_TAG,PUBCHEM_SID,PUBCHEM_CID,PUBCHEM_ACTIVITY_OUTCOME,PUBCHEM_ACTIVITY_SCORE,PUBCHEM_ACTIVITY_URL,PUBCHEM_ASSAYDATA_COMMENT,PubChem Standard Value,Standard Type,Standard Relation,Standard Value,Standard Units
RESULT_TYPE,,,,,,,FLOAT,STRING,STRING,FLOAT,STRING
RESULT_DESCR,,,,,,,PubChem standardized value transformed from 'Standard Value'. The unit is always micromolar,Standardized activity type (e.g. IC50 rather than Ic-50/Ic50/ic50/ic-50),"Qualifier (e.g. >, <, =) for 'Standard Value'",Standardized activity value transformed to common units: e.g. mM concentrations converted to nM,Selected units for 'Standard Type': e.g. concentrations are in nM
RESULT_UNIT,,,,,,,MICROMOLAR,,,,
RESULT_IS_ACTIVE_CONCENTRATION,,,,,,,TRUE,,,,
1,103350986,64945,Active,,,,30.21,IC50,=,30210,nM
2,103507642,3385,Active,,,,30.79,IC50,=,30790,nM
3,312390573,118735009,Unspecified,,,,54.14,IC50,=,54140,nM
4,312390574,118735010,Active,,,,34.54,IC50,=,34540,nM
5,312390575,118735011,Active,,,,38.69,IC50,=,38690,nM
6,312390576,118735012,Unspecified,,,,51.58,IC50,=,51580,nM
7,312390577,118735013,Active,,,,41.44,IC50,=,41440,nM
8,312390578,118735014,Active,,,,48.55,IC50,=,48550,nM
9,312390579,118735015,Active,,,,32.36,IC50,=,32360,nM
10,312390580,118735016,Active,,,,35.98,IC50,=,35980,nM
11,312390581,118735017,Active,,,,26.11,IC50,=,26110,nM
12,312390582,118735018,Active,,,,15.72,IC50,=,15720,nM
13,312390583,118735019,Active,,,,5.4,IC50,=,5400,nM
14,312390584,118735020,Unspecified,,,,65.08,IC50,=,65080,nM
15,312390585,118735021,Active,,,,37.44,IC50,=,37440,nM
16,312390586,118735022,Unspecified,,,,71.73,IC50,=,71730,nM
17,312390587,118735023,Unspecified,,,,67.26,IC50,=,67260,nM
18,312390588,118735024,Unspecified,,,,68.2,IC50,=,68200,nM
19,312390589,118735025,Active,,,,41.41,IC50,=,41410,nM
20,312390590,118735026,Unspecified,,,,100,IC50,>,100000,nM
21,312390591,118735027,Unspecified,,,,78.54,IC50,=,78540,nM
22,312390592,118735028,Unspecified,,,,60.24,IC50,=,60240,nM
23,312390593,118735029,Unspecified,,,,70.76,IC50,=,70760,nM
24,312390594,118735030,Active,,,,44.97,IC50,=,44970,nM
25,312390595,118735031,Unspecified,,,,100,IC50,>,100000,nM
26,312390596,118735032,Unspecified,,,,78.93,IC50,=,78930,nM
27,312390597,118735033,Unspecified,,,,57.9,IC50,=,57900,nM
28,312390598,118735034,Active,,,,39.28,IC50,=,39280,nM
29,312390599,118735035,Active,,,,44.14,IC50,=,44140,nM
30,312390600,118735036,Active,,,,33.83,IC50,=,33830,nM
31,312390601,118735037,Active,,,,23.88,IC50,=,23880,nM
32,312390602,118735038,Unspecified,,,,62.44,IC50,=,62440,nM
33,312390603,118735039,Unspecified,,,,59.06,IC50,=,59060,nM
34,312390604,118735040,Active,,,,39.19,IC50,=,39190,nM
35,312390605,118735041,Active,,,,45.21,IC50,=,45210,nM
36,312390606,118735042,Active,,,,36.93,IC50,=,36930,nM
37,312390607,118735043,Active,,,,28.29,IC50,=,28290,nM
38,312390608,118735044,Unspecified,,,,58.74,IC50,=,58740,nM
39,312390609,118735045,Active,,,,44.54,IC50,=,44540,nM
40,312390610,118735046,Active,,,,47.22,IC50,=,47220,nM
