PUBCHEM_RESULT_TAG,PUBCHEM_SID,PUBCHEM_CID,PUBCHEM_ACTIVITY_OUTCOME,PUBCHEM_ACTIVITY_SCORE,PUBCHEM_ACTIVITY_URL,PUBCHEM_ASSAYDATA_COMMENT,PubChem Standard Value,Standard Type,Standard Relation,Standard Value,Standard Units
RESULT_TYPE,,,,,,,FLOAT,STRING,STRING,FLOAT,STRING
RESULT_DESCR,,,,,,,PubChem standardized value transformed from 'Standard Value'. The unit is always micromolar,Standardized activity type (e.g. IC50 rather than Ic-50/Ic50/ic50/ic-50),"Qualifier (e.g. >, <, =) for 'Standard Value'",Standardized activity value transformed to common units: e.g. mM concentrations converted to nM,Selected units for 'Standard Type': e.g. concentrations are in nM
RESULT_UNIT,,,,,,,MICROMOLAR,,,,
RESULT_IS_ACTIVE_CONCENTRATION,,,,,,,TRUE,,,,
1,103173891,94391,Unspecified,,,,84.53,IC50,=,84530,nM
2,103507642,3385,Active,,,,44.04,IC50,=,44040,nM
3,174488724,72189189,Active,,,,4.39,IC50,=,4390,nM
4,174498902,72188900,Active,,,,3.33,IC50,=,3330,nM
5,174498903,72189187,Active,,,,26.45,IC50,=,26450,nM
6,174504163,72189186,Active,,,,15.83,IC50,=,15830,nM
7,174504164,72189793,Active,,,,22.74,IC50,=,22740,nM
8,174509280,72188898,Active,,,,28.05,IC50,=,28050,nM
9,174509281,72189188,Active,,,,17.82,IC50,=,17820,nM
10,174509282,72189190,Active,,,,17.81,IC50,=,17810,nM
11,174509283,72189496,Active,,,,19.68,IC50,=,19680,nM
12,174509284,72189790,Active,,,,18.57,IC50,=,18570,nM
13,174514446,72189499,Active,,,,18.74,IC50,=,18740,nM
14,174514447,72189791,Active,,,,14.84,IC50,=,14840,nM
15,174519457,72188899,Active,,,,25,IC50,=,25000,nM
16,174519458,72189498,Active,,,,36.37,IC50,=,36370,nM
17,174524747,72189495,Active,,,,27.51,IC50,=,27510,nM
18,174524748,72189497,Active,,,,30.72,IC50,=,30720,nM
19,174524749,72189792,Active,,,,32.61,IC50,=,32610,nM
