PUBCHEM_RESULT_TAG,PUBCHEM_SID,PUBCHEM_CID,PUBCHEM_ACTIVITY_OUTCOME,PUBCHEM_ACTIVITY_SCORE,PUBCHEM_ACTIVITY_URL,PUBCHEM_ASSAYDATA_COMMENT,PubChem Standard Value,Standard Type,Standard Relation,Standard Value,Standard Units
RESULT_TYPE,,,,,,,FLOAT,STRING,STRING,FLOAT,STRING
RESULT_DESCR,,,,,,,PubChem standardized value transformed from 'Standard Value'. The unit is always micromolar,Standardized activity type (e.g. IC50 rather than Ic-50/Ic50/ic50/ic-50),"Qualifier (e.g. >, <, =) for 'Standard Value'",Standardized activity value transformed to common units: e.g. mM concentrations converted to nM,Selected units for 'Standard Type': e.g. concentrations are in nM
RESULT_UNIT,,,,,,,MICROMOLAR,,,,
RESULT_IS_ACTIVE_CONCENTRATION,,,,,,,TRUE,,,,
1,123097261,31703,Active,,,,1.06,IC50,=,1060,nM
2,336866228,102099386,Active,,,,13.78,IC50,=,13780,nM
3,336866229,102099385,Active,,,,16.13,IC50,=,16130,nM
4,336866230,102099388,Active,,,,16.98,IC50,=,16980,nM
5,336866231,127025594,Active,,,,4.786,IC50,=,4786,nM
6,336866656,127025882,Active,,,,22.38,IC50,=,22380,nM
7,336866657,102099384,Active,,,,4.9,IC50,=,4900,nM
8,336866658,127025883,Active,,,,4.81,IC50,=,4810,nM
9,336866659,71814724,Active,,,,16.59,IC50,=,16590,nM
10,336866660,127025884,Active,,,,7.59,IC50,=,7590,nM
11,336866661,127025885,Active,,,,2.11,IC50,=,2110,nM
12,336867066,127026175,Active,,,,11.32,IC50,=,11320,nM
13,336867067,127026176,Active,,,,23.43,IC50,=,23430,nM
14,336867068,102099383,Active,,,,7.1,IC50,=,7100,nM
15,336867069,127026177,Active,,,,13.48,IC50,=,13480,nM
