PUBCHEM_RESULT_TAG,PUBCHEM_SID,PUBCHEM_CID,PUBCHEM_ACTIVITY_OUTCOME,PUBCHEM_ACTIVITY_SCORE,PUBCHEM_ACTIVITY_URL,PUBCHEM_ASSAYDATA_COMMENT,PubChem Standard Value,Standard Type,Standard Relation,Standard Value,Standard Units
RESULT_TYPE,,,,,,,FLOAT,STRING,STRING,FLOAT,STRING
RESULT_DESCR,,,,,,,PubChem standardized value transformed from 'Standard Value'. The unit is always micromolar,Standardized activity type (e.g. IC50 rather than Ic-50/Ic50/ic50/ic-50),"Qualifier (e.g. >, <, =) for 'Standard Value'",Standardized activity value transformed to common units: e.g. mM concentrations converted to nM,Selected units for 'Standard Type': e.g. concentrations are in nM
RESULT_UNIT,,,,,,,MICROMOLAR,,,,
RESULT_IS_ACTIVE_CONCENTRATION,,,,,,,TRUE,,,,
1,123097261,31703,Active,,,,1.94,IC50,=,1940,nM
2,318393785,122193081,Active,,,,19.89,IC50,=,19890,nM
3,318393786,122193082,Unspecified,,,,50.73,IC50,=,50730,nM
4,318393787,122193083,Active,,,,24.32,IC50,=,24320,nM
5,318393788,122193084,Active,,,,18.61,IC50,=,18610,nM
6,318393789,122193085,Active,,,,38.01,IC50,=,38010,nM
7,318393790,122193086,Active,,,,39.8,IC50,=,39800,nM
8,318393791,122193087,Active,,,,1.94,IC50,=,1940,nM
9,318393792,122193088,Active,,,,27.77,IC50,=,27770,nM
10,318393793,122193089,Active,,,,1.69,IC50,=,1690,nM
11,318395566,122194578,Active,,,,15.84,IC50,=,15840,nM
12,318395567,122194579,Active,,,,2.08,IC50,=,2080,nM
13,318395568,122194580,Active,,,,17.37,IC50,=,17370,nM
14,318395569,122194581,Active,,,,17.17,IC50,=,17170,nM
15,318395570,122194582,Active,,,,19.84,IC50,=,19840,nM
16,318395571,122194583,Active,,,,6.36,IC50,=,6360,nM
17,318395572,122194584,Active,,,,15.84,IC50,=,15840,nM
18,318395573,122194585,Active,,,,21.9,IC50,=,21900,nM
19,318395574,122194586,Unspecified,,,,100,IC50,>,100000,nM
20,318395575,122194587,Unspecified,,,,100,IC50,>,100000,nM
21,318395576,122194588,Active,,,,8.31,IC50,=,8310,nM
22,318395577,122194589,Active,,,,5.01,IC50,=,5010,nM
23,318395578,122194590,Active,,,,5.24,IC50,=,5240,nM
24,318395579,122194591,Active,,,,2.88,IC50,=,2880,nM
25,318395580,122194592,Active,,,,7.94,IC50,=,7940,nM
26,318395581,122194593,Unspecified,,,,100,IC50,>,100000,nM
27,318395582,122194594,Active,,,,7.24,IC50,=,7240,nM
28,318395583,122194595,Active,,,,18.93,IC50,=,18930,nM
29,318395584,122194596,Active,,,,6.3,IC50,=,6300,nM
30,318395585,122194597,Active,,,,15.03,IC50,=,15030,nM
31,318395586,122194598,Active,,,,1.86,IC50,=,1860,nM
32,318395587,122194599,Active,,,,31.65,IC50,=,31650,nM
33,318395588,122194600,Active,,,,36.86,IC50,=,36860,nM
34,318395589,122194601,Active,,,,8.12,IC50,=,8120,nM
35,318395590,122194602,Active,,,,31.62,IC50,=,31620,nM
