PUBCHEM_RESULT_TAG,PUBCHEM_SID,PUBCHEM_CID,PUBCHEM_ACTIVITY_OUTCOME,PUBCHEM_ACTIVITY_SCORE,PUBCHEM_ACTIVITY_URL,PUBCHEM_ASSAYDATA_COMMENT,PubChem Standard Value,Standard Type,Standard Relation,Standard Value,Standard Units
RESULT_TYPE,,,,,,,FLOAT,STRING,STRING,FLOAT,STRING
RESULT_DESCR,,,,,,,PubChem standardized value transformed from 'Standard Value'. The unit is always micromolar,Standardized activity type (e.g. IC50 rather than Ic-50/Ic50/ic50/ic-50),"Qualifier (e.g. >, <, =) for 'Standard Value'",Standardized activity value transformed to common units: e.g. mM concentrations converted to nM,Selected units for 'Standard Type': e.g. concentrations are in nM
RESULT_UNIT,,,,,,,MICROMOLAR,,,,
RESULT_IS_ACTIVE_CONCENTRATION,,,,,,,TRUE,,,,
1,103507642,3385,Active,,,,16.15,IC50,=,16150,nM
2,336901115,127048208,Active,,,,46.6,IC50,=,46600,nM
3,336901116,127048209,Active,,,,8.91,IC50,=,8910,nM
4,336901117,127048210,Unspecified,,,,50,IC50,>,50000,nM
5,336901118,127048211,Active,,,,34.6,IC50,=,34600,nM
6,336901119,127048212,Unspecified,,,,50,IC50,>,50000,nM
7,336901497,127048509,Active,,,,20.9,IC50,=,20900,nM
8,336902794,127049500,Active,,,,30.8,IC50,=,30800,nM
9,336902864,127049538,Active,,,,32.8,IC50,=,32800,nM
10,336902865,127049539,Unspecified,,,,50,IC50,>,50000,nM
11,336902866,127049540,Active,,,,23.4,IC50,=,23400,nM
12,336902867,127049541,Unspecified,,,,50,IC50,>,50000,nM
13,336902868,127049542,Active,,,,22.6,IC50,=,22600,nM
14,336903700,127050137,Active,,,,34.2,IC50,=,34200,nM
15,336903701,127050138,Active,,,,28.4,IC50,=,28400,nM
16,336903702,127050139,Unspecified,,,,50,IC50,>,50000,nM
17,336904182,127050477,Active,,,,36.2,IC50,=,36200,nM
18,336904619,127050790,Unspecified,,,,50,IC50,>,50000,nM
19,336904620,127050791,Active,,,,21.3,IC50,=,21300,nM
20,336904621,127050792,Unspecified,,,,50,IC50,>,50000,nM
21,336904622,127050793,Active,,,,16.3,IC50,=,16300,nM
22,336904623,127050794,Active,,,,19.6,IC50,=,19600,nM
23,336905848,127051687,Active,,,,44.6,IC50,=,44600,nM
24,336905849,127051688,Unspecified,,,,50,IC50,>,50000,nM
25,336906234,127051967,Active,,,,20.9,IC50,=,20900,nM
26,336906305,127052009,Unspecified,,,,50,IC50,>,50000,nM
27,336906306,127052010,Active,,,,25.7,IC50,=,25700,nM
28,336906307,127052011,Active,,,,30.2,IC50,=,30200,nM
29,336906735,127052330,Unspecified,,,,50,IC50,>,50000,nM
30,336906736,127052331,Active,,,,17.6,IC50,=,17600,nM
31,336906737,127052332,Unspecified,,,,50,IC50,>,50000,nM
