PUBCHEM_RESULT_TAG,PUBCHEM_SID,PUBCHEM_CID,PUBCHEM_ACTIVITY_OUTCOME,PUBCHEM_ACTIVITY_SCORE,PUBCHEM_ACTIVITY_URL,PUBCHEM_ASSAYDATA_COMMENT,PubChem Standard Value,Standard Type,Standard Relation,Standard Value,Standard Units
RESULT_TYPE,,,,,,,FLOAT,STRING,STRING,FLOAT,STRING
RESULT_DESCR,,,,,,,PubChem standardized value transformed from 'Standard Value'. The unit is always micromolar,Standardized activity type (e.g. IC50 rather than Ic-50/Ic50/ic50/ic-50),"Qualifier (e.g. >, <, =) for 'Standard Value'",Standardized activity value transformed to common units: e.g. mM concentrations converted to nM,Selected units for 'Standard Type': e.g. concentrations are in nM
RESULT_UNIT,,,,,,,MICROMOLAR,,,,
RESULT_IS_ACTIVE_CONCENTRATION,,,,,,,TRUE,,,,
1,103507642,3385,Active,,,,2.8,IC50,=,2800,nM
2,336901115,127048208,Active,,,,12.7,IC50,=,12700,nM
3,336901116,127048209,Active,,,,7.65,IC50,=,7650,nM
4,336901117,127048210,Active,,,,9.87,IC50,=,9870,nM
5,336901118,127048211,Active,,,,2.46,IC50,=,2460,nM
6,336901119,127048212,Active,,,,8.76,IC50,=,8760,nM
7,336901497,127048509,Active,,,,4.76,IC50,=,4760,nM
8,336902794,127049500,Active,,,,8.93,IC50,=,8930,nM
9,336902864,127049538,Active,,,,7.77,IC50,=,7770,nM
10,336902865,127049539,Unspecified,,,,50,IC50,>,50000,nM
11,336902866,127049540,Active,,,,4.65,IC50,=,4650,nM
12,336902867,127049541,Unspecified,,,,50,IC50,>,50000,nM
13,336902868,127049542,Active,,,,2.5,IC50,=,2500,nM
14,336903700,127050137,Active,,,,6.87,IC50,=,6870,nM
15,336903701,127050138,Active,,,,3.61,IC50,=,3610,nM
16,336903702,127050139,Unspecified,,,,50,IC50,>,50000,nM
17,336904182,127050477,Active,,,,9.8,IC50,=,9800,nM
18,336904619,127050790,Active,,,,6.5,IC50,=,6500,nM
19,336904620,127050791,Active,,,,4.6,IC50,=,4600,nM
20,336904621,127050792,Unspecified,,,,50,IC50,>,50000,nM
21,336904622,127050793,Active,,,,1.9,IC50,=,1900,nM
22,336904623,127050794,Active,,,,3.2,IC50,=,3200,nM
23,336905848,127051687,Active,,,,5,IC50,=,5000,nM
24,336905849,127051688,Active,,,,1.56,IC50,=,1560,nM
25,336906234,127051967,Active,,,,8.4,IC50,=,8400,nM
26,336906305,127052009,Active,,,,14.6,IC50,=,14600,nM
27,336906306,127052010,Active,,,,12.5,IC50,=,12500,nM
28,336906307,127052011,Active,,,,7.68,IC50,=,7680,nM
29,336906735,127052330,Unspecified,,,,50,IC50,>,50000,nM
30,336906736,127052331,Active,,,,2.5,IC50,=,2500,nM
31,336906737,127052332,Active,,,,5.78,IC50,=,5780,nM
