PUBCHEM_RESULT_TAG,PUBCHEM_SID,PUBCHEM_CID,PUBCHEM_ACTIVITY_OUTCOME,PUBCHEM_ACTIVITY_SCORE,PUBCHEM_ACTIVITY_URL,PUBCHEM_ASSAYDATA_COMMENT,PubChem Standard Value,Standard Type,Standard Relation,Standard Value,Standard Units
RESULT_TYPE,,,,,,,FLOAT,STRING,STRING,FLOAT,STRING
RESULT_DESCR,,,,,,,PubChem standardized value transformed from 'Standard Value'. The unit is always micromolar,Standardized activity type (e.g. IC50 rather than Ic-50/Ic50/ic50/ic-50),"Qualifier (e.g. >, <, =) for 'Standard Value'",Standardized activity value transformed to common units: e.g. mM concentrations converted to nM,Selected units for 'Standard Type': e.g. concentrations are in nM
RESULT_UNIT,,,,,,,MICROMOLAR,,,,
RESULT_IS_ACTIVE_CONCENTRATION,,,,,,,TRUE,,,,
1,103536924,73588,Unspecified,,,,30,IC50,>,30000,nM
2,103654597,44592813,Active,,,,9.6,IC50,=,9600,nM
3,123087629,14467636,Unspecified,,,,30,IC50,>,30000,nM
4,134436200,15386508,Unspecified,,,,30,IC50,>,30000,nM
5,134443933,442084,Unspecified,,,,30,IC50,>,30000,nM
6,134459356,56679842,Unspecified,,,,30,IC50,>,30000,nM
7,163325423,2751798,Active,,,,6.8,IC50,=,6800,nM
8,163325424,46830377,Active,,,,3.1,IC50,=,3100,nM
9,163335819,25211156,Active,,,,2.9,IC50,=,2900,nM
10,174488242,73346204,Active,,,,17.1,IC50,=,17100,nM
11,174488243,73346205,Unspecified,,,,30,IC50,>,30000,nM
12,174493270,1023607,Unspecified,,,,30,IC50,>,30000,nM
13,174493271,23252567,Unspecified,,,,30,IC50,>,30000,nM
14,174493272,73347717,Unspecified,,,,30,IC50,>,30000,nM
15,174493273,11750829,Active,,,,23.3,IC50,=,23300,nM
16,174493274,73347718,Unspecified,,,,30,IC50,>,30000,nM
17,174493275,73347719,Unspecified,,,,30,IC50,>,30000,nM
18,174498434,72549723,Active,,,,6.5,IC50,=,6500,nM
19,174498435,73349245,Unspecified,,,,30,IC50,>,30000,nM
20,174498436,73349246,Unspecified,,,,30,IC50,>,30000,nM
21,174498437,73349247,Unspecified,,,,30,IC50,>,30000,nM
22,174503680,73350828,Active,,,,11.4,IC50,=,11400,nM
23,174505182,333723,Active,,,,27.5,IC50,=,27500,nM
24,174513992,49777789,Active,,,,25.5,IC50,=,25500,nM
25,174513993,49777795,Active,,,,5.9,IC50,=,5900,nM
26,174513994,73353787,Active,,,,28.3,IC50,=,28300,nM
27,174513995,73353788,Unspecified,,,,30,IC50,>,30000,nM
28,174518999,10766222,Unspecified,,,,30,IC50,>,30000,nM
29,174524245,72549722,Active,,,,9.1,IC50,=,9100,nM
30,174524246,73356863,Unspecified,,,,30,IC50,>,30000,nM
