PUBCHEM_RESULT_TAG,PUBCHEM_SID,PUBCHEM_CID,PUBCHEM_ACTIVITY_OUTCOME,PUBCHEM_ACTIVITY_SCORE,PUBCHEM_ACTIVITY_URL,PUBCHEM_ASSAYDATA_COMMENT,PubChem Standard Value,Standard Type,Standard Relation,Standard Value,Standard Units
RESULT_TYPE,,,,,,,FLOAT,STRING,STRING,FLOAT,STRING
RESULT_DESCR,,,,,,,PubChem standardized value transformed from 'Standard Value'. The unit is always micromolar,Standardized activity type (e.g. IC50 rather than Ic-50/Ic50/ic50/ic-50),"Qualifier (e.g. >, <, =) for 'Standard Value'",Standardized activity value transformed to common units: e.g. mM concentrations converted to nM,Selected units for 'Standard Type': e.g. concentrations are in nM
RESULT_UNIT,,,,,,,MICROMOLAR,,,,
RESULT_IS_ACTIVE_CONCENTRATION,,,,,,,TRUE,,,,
1,103168561,5351344,Active,,,,0.009,IC50,=,9,nM
2,374263968,134129879,Active,,,,7.76,IC50,=,7760,nM
3,374263987,134129890,Active,,,,18.57,IC50,=,18570,nM
4,374263994,134129896,Active,,,,17.37,IC50,=,17370,nM
5,374264163,134129961,Active,,,,7.95,IC50,=,7950,nM
6,374264172,134129968,Active,,,,10.47,IC50,=,10470,nM
7,374264192,134129978,Active,,,,17,IC50,=,17000,nM
8,374264289,134130065,Active,,,,7.41,IC50,=,7410,nM
9,374264480,134130174,Active,,,,15.96,IC50,=,15960,nM
10,374264502,134130191,Active,,,,2.75,IC50,=,2750,nM
11,374264520,134130209,Active,,,,15.48,IC50,=,15480,nM
12,374264525,132819944,Active,,,,1.69,IC50,=,1690,nM
13,374264534,134130221,Active,,,,1.67,IC50,=,1670,nM
14,374264645,134130290,Active,,,,9.74,IC50,=,9740,nM
15,374264748,134130368,Active,,,,9.65,IC50,=,9650,nM
16,374264780,134130395,Active,,,,23.44,IC50,=,23440,nM
17,374264794,134130406,Active,,,,29.87,IC50,=,29870,nM
18,374264820,134130424,Active,,,,1.25,IC50,=,1250,nM
19,374264848,134130449,Active,,,,20.14,IC50,=,20140,nM
20,374265067,134130597,Active,,,,22.38,IC50,=,22380,nM
21,374265094,134130621,Active,,,,12.38,IC50,=,12380,nM
22,374265341,134130764,Active,,,,9.05,IC50,=,9050,nM
23,374265358,134130779,Active,,,,8.05,IC50,=,8050,nM
24,374265513,134130838,Active,,,,2.54,IC50,=,2540,nM
25,374265514,132819942,Active,,,,1.47,IC50,=,1470,nM
26,374265576,134130887,Active,,,,10.41,IC50,=,10410,nM
27,374265626,134130931,Active,,,,16.44,IC50,=,16440,nM
28,374265643,134130946,Active,,,,9.05,IC50,=,9050,nM
29,374265650,134130951,Active,,,,15.48,IC50,=,15480,nM
30,374265812,132819941,Active,,,,0.3,IC50,=,300,nM
31,374265895,134131106,Active,,,,11.64,IC50,=,11640,nM
32,374266124,134131264,Active,,,,1.24,IC50,=,1240,nM
33,374266276,134131386,Active,,,,1.27,IC50,=,1270,nM
34,374266292,134131398,Active,,,,8.51,IC50,=,8510,nM
35,374266294,134131400,Active,,,,9.2,IC50,=,9200,nM
36,374266560,134131582,Active,,,,13.93,IC50,=,13930,nM
37,374266578,132819940,Active,,,,0.67,IC50,=,670,nM
