PUBCHEM_RESULT_TAG,PUBCHEM_SID,PUBCHEM_CID,PUBCHEM_ACTIVITY_OUTCOME,PUBCHEM_ACTIVITY_SCORE,PUBCHEM_ACTIVITY_URL,PUBCHEM_ASSAYDATA_COMMENT,PubChem Standard Value,Standard Type,Standard Relation,Standard Value,Standard Units
RESULT_TYPE,,,,,,,FLOAT,STRING,STRING,FLOAT,STRING
RESULT_DESCR,,,,,,,PubChem standardized value transformed from 'Standard Value'. The unit is always micromolar,Standardized activity type (e.g. IC50 rather than Ic-50/Ic50/ic50/ic-50),"Qualifier (e.g. >, <, =) for 'Standard Value'",Standardized activity value transformed to common units: e.g. mM concentrations converted to nM,Selected units for 'Standard Type': e.g. concentrations are in nM
RESULT_UNIT,,,,,,,MICROMOLAR,,,,
RESULT_IS_ACTIVE_CONCENTRATION,,,,,,,TRUE,,,,
1,103350986,64945,Active,,,,38.78,IC50,=,38780,nM
2,103507642,3385,Active,,,,29.58,IC50,=,29580,nM
3,312390573,118735009,Active,,,,40.43,IC50,=,40430,nM
4,312390574,118735010,Active,,,,37.03,IC50,=,37030,nM
5,312390575,118735011,Active,,,,42.88,IC50,=,42880,nM
6,312390576,118735012,Active,,,,39.78,IC50,=,39780,nM
7,312390577,118735013,Active,,,,30.73,IC50,=,30730,nM
8,312390578,118735014,Active,,,,35.34,IC50,=,35340,nM
9,312390579,118735015,Active,,,,27.08,IC50,=,27080,nM
10,312390580,118735016,Active,,,,30.94,IC50,=,30940,nM
11,312390581,118735017,Active,,,,37.18,IC50,=,37180,nM
12,312390582,118735018,Active,,,,28.05,IC50,=,28050,nM
13,312390583,118735019,Active,,,,18.97,IC50,=,18970,nM
14,312390584,118735020,Unspecified,,,,51.12,IC50,=,51120,nM
15,312390585,118735021,Active,,,,47.3,IC50,=,47300,nM
16,312390586,118735022,Unspecified,,,,76.12,IC50,=,76120,nM
17,312390587,118735023,Unspecified,,,,64.74,IC50,=,64740,nM
18,312390588,118735024,Unspecified,,,,65.43,IC50,=,65430,nM
19,312390589,118735025,Unspecified,,,,50.46,IC50,=,50460,nM
20,312390590,118735026,Unspecified,,,,54.8,IC50,=,54800,nM
21,312390591,118735027,Unspecified,,,,50.4,IC50,=,50400,nM
22,312390592,118735028,Unspecified,,,,56.94,IC50,=,56940,nM
23,312390593,118735029,Unspecified,,,,60.41,IC50,=,60410,nM
24,312390594,118735030,Unspecified,,,,50.72,IC50,=,50720,nM
25,312390595,118735031,Unspecified,,,,68.47,IC50,=,68470,nM
26,312390596,118735032,Unspecified,,,,62.7,IC50,=,62700,nM
27,312390597,118735033,Unspecified,,,,62.32,IC50,=,62320,nM
28,312390598,118735034,Unspecified,,,,53.7,IC50,=,53700,nM
29,312390599,118735035,Unspecified,,,,59.23,IC50,=,59230,nM
30,312390600,118735036,Active,,,,40.76,IC50,=,40760,nM
31,312390601,118735037,Active,,,,39.19,IC50,=,39190,nM
32,312390602,118735038,Unspecified,,,,53.41,IC50,=,53410,nM
33,312390603,118735039,Unspecified,,,,59.72,IC50,=,59720,nM
34,312390604,118735040,Active,,,,43.12,IC50,=,43120,nM
35,312390605,118735041,Active,,,,46.18,IC50,=,46180,nM
36,312390606,118735042,Active,,,,40.58,IC50,=,40580,nM
37,312390607,118735043,Active,,,,37.79,IC50,=,37790,nM
38,312390608,118735044,Active,,,,40.08,IC50,=,40080,nM
39,312390609,118735045,Active,,,,37.58,IC50,=,37580,nM
40,312390610,118735046,Active,,,,44.62,IC50,=,44620,nM
