PUBCHEM_RESULT_TAG,PUBCHEM_SID,PUBCHEM_CID,PUBCHEM_ACTIVITY_OUTCOME,PUBCHEM_ACTIVITY_SCORE,PUBCHEM_ACTIVITY_URL,PUBCHEM_ASSAYDATA_COMMENT,PubChem Standard Value,Standard Type,Standard Relation,Standard Value,Standard Units
RESULT_TYPE,,,,,,,FLOAT,STRING,STRING,FLOAT,STRING
RESULT_DESCR,,,,,,,PubChem standardized value transformed from 'Standard Value'. The unit is always micromolar,Standardized activity type (e.g. IC50 rather than Ic-50/Ic50/ic50/ic-50),"Qualifier (e.g. >, <, =) for 'Standard Value'",Standardized activity value transformed to common units: e.g. mM concentrations converted to nM,Selected units for 'Standard Type': e.g. concentrations are in nM
RESULT_UNIT,,,,,,,MICROMOLAR,,,,
RESULT_IS_ACTIVE_CONCENTRATION,,,,,,,TRUE,,,,
1,103507642,3385,Active,,,,9.25,IC50,=,9250,nM
2,374263984,137317282,Unspecified,,,,64,IC50,>,64000,nM
3,374264000,137317283,Active,,,,6.4,IC50,=,6400,nM
4,374264263,137317290,Active,,,,9.01,IC50,=,9010,nM
5,374264284,134130060,Unspecified,,,,64,IC50,>,64000,nM
6,374264440,137317292,Active,,,,8.97,IC50,=,8970,nM
7,374264486,137317294,Active,,,,42.64,IC50,=,42640,nM
8,374264516,134130205,Unspecified,,,,58.74,IC50,=,58740,nM
9,374264610,134130261,Active,,,,12.21,IC50,=,12210,nM
10,374264656,134130299,Unspecified,,,,64,IC50,>,64000,nM
11,374264743,137317299,Unspecified,,,,64,IC50,>,64000,nM
12,374264768,137317300,Active,,,,9.52,IC50,=,9520,nM
13,374264776,137317301,Active,,,,11.25,IC50,=,11250,nM
14,374264788,134130400,Unspecified,,,,64,IC50,>,64000,nM
15,374264814,134130421,Active,,,,13.04,IC50,=,13040,nM
16,374264949,137317302,Active,,,,21.57,IC50,=,21570,nM
17,374265090,137317306,Unspecified,,,,64,IC50,>,64000,nM
18,374265291,134130720,Active,,,,13.51,IC50,=,13510,nM
19,374265366,134130786,Active,,,,10.98,IC50,=,10980,nM
20,374265368,134130788,Unspecified,,,,64,IC50,>,64000,nM
21,374265516,134130840,Unspecified,,,,64,IC50,>,64000,nM
22,374265612,134130918,Active,,,,13.82,IC50,=,13820,nM
23,374265625,137317312,Unspecified,,,,64,IC50,>,64000,nM
24,374265627,137317313,Active,,,,28.97,IC50,=,28970,nM
25,374265656,134130955,Unspecified,,,,64,IC50,>,64000,nM
26,374265782,137317318,Active,,,,0.95,IC50,=,950,nM
27,374265784,134131019,Active,,,,32.11,IC50,=,32110,nM
28,374265871,134131091,Unspecified,,,,64,IC50,>,64000,nM
29,374265976,137317320,Active,,,,10.97,IC50,=,10970,nM
30,374266017,134131194,Unspecified,,,,64,IC50,>,64000,nM
31,374266086,134131233,Unspecified,,,,64,IC50,>,64000,nM
32,374266186,137317324,Active,,,,39.87,IC50,=,39870,nM
33,374266298,134131402,Unspecified,,,,64,IC50,>,64000,nM
34,374266459,134131499,Active,,,,16.99,IC50,=,16990,nM
35,374266485,137317332,Active,,,,15.55,IC50,=,15550,nM
36,374266545,134131569,Unspecified,,,,64,IC50,>,64000,nM
