PUBCHEM_RESULT_TAG,PUBCHEM_SID,PUBCHEM_CID,PUBCHEM_ACTIVITY_OUTCOME,PUBCHEM_ACTIVITY_SCORE,PUBCHEM_ACTIVITY_URL,PUBCHEM_ASSAYDATA_COMMENT,PubChem Standard Value,Standard Type,Standard Relation,Standard Value,Standard Units
RESULT_TYPE,,,,,,,FLOAT,STRING,STRING,FLOAT,STRING
RESULT_DESCR,,,,,,,PubChem standardized value transformed from 'Standard Value'. The unit is always micromolar,Standardized activity type (e.g. IC50 rather than Ic-50/Ic50/ic50/ic-50),"Qualifier (e.g. >, <, =) for 'Standard Value'",Standardized activity value transformed to common units: e.g. mM concentrations converted to nM,Selected units for 'Standard Type': e.g. concentrations are in nM
RESULT_UNIT,,,,,,,MICROMOLAR,,,,
RESULT_IS_ACTIVE_CONCENTRATION,,,,,,,TRUE,,,,
1,312393116,118737002,Active,,,,5.82,IC50,=,5820,nM
2,312393117,118737004,Active,,,,10.21,IC50,=,10210,nM
3,312393118,118737006,Active,,,,11.11,IC50,=,11110,nM
4,312393119,118737008,Active,,,,8.02,IC50,=,8020,nM
5,312393120,118737010,Active,,,,10.96,IC50,=,10960,nM
6,312393121,118737012,Active,,,,15.12,IC50,=,15120,nM
7,312393122,118737014,Active,,,,10.54,IC50,=,10540,nM
8,312393123,118737016,Active,,,,5.94,IC50,=,5940,nM
9,312393124,118737018,Active,,,,9.51,IC50,=,9510,nM
10,312393125,118737020,Active,,,,5.78,IC50,=,5780,nM
11,312393126,118737022,Active,,,,20.25,IC50,=,20250,nM
12,312393127,118737024,Unspecified,,,,30,IC50,>,30000,nM
13,312393128,118737026,Active,,,,11.54,IC50,=,11540,nM
14,312393129,118737028,Unspecified,,,,9.27,IC50,>,9270,nM
15,312393130,118737030,Unspecified,,,,30,IC50,>,30000,nM
16,312393131,118737032,Unspecified,,,,30,IC50,>,30000,nM
17,312393132,118737034,Unspecified,,,,30,IC50,>,30000,nM
18,312393133,118737036,Unspecified,,,,30,IC50,>,30000,nM
19,312393134,118737038,Unspecified,,,,30,IC50,>,30000,nM
20,312393135,118737040,Unspecified,,,,30,IC50,>,30000,nM
21,312393136,118737042,Active,,,,18.18,IC50,=,18180,nM
22,312393137,118737044,Unspecified,,,,30,IC50,>,30000,nM
23,312393138,118737046,Unspecified,,,,30,IC50,>,30000,nM
