PUBCHEM_RESULT_TAG,PUBCHEM_SID,PUBCHEM_CID,PUBCHEM_ACTIVITY_OUTCOME,PUBCHEM_ACTIVITY_SCORE,PUBCHEM_ACTIVITY_URL,PUBCHEM_ASSAYDATA_COMMENT,PubChem Standard Value,Standard Type,Standard Relation,Standard Value,Standard Units
RESULT_TYPE,,,,,,,FLOAT,STRING,STRING,FLOAT,STRING
RESULT_DESCR,,,,,,,PubChem standardized value transformed from 'Standard Value'. The unit is always micromolar,Standardized activity type (e.g. IC50 rather than Ic-50/Ic50/ic50/ic-50),"Qualifier (e.g. >, <, =) for 'Standard Value'",Standardized activity value transformed to common units: e.g. mM concentrations converted to nM,Selected units for 'Standard Type': e.g. concentrations are in nM
RESULT_UNIT,,,,,,,MICROMOLAR,,,,
RESULT_IS_ACTIVE_CONCENTRATION,,,,,,,TRUE,,,,
1,103168783,4122,Active,,,,2.83,IC50,=,2830,nM
2,103507642,3385,Active,,,,4.6,IC50,=,4600,nM
3,174522625,703492,Active,,,,15.53,IC50,=,15530,nM
4,242189792,555820,Active,,,,21.32,IC50,=,21320,nM
5,242212072,700989,Active,,,,16.64,IC50,=,16640,nM
6,242375386,792340,Active,,,,1.55,IC50,=,1550,nM
7,318388046,7996519,Active,,,,1.55,IC50,=,1550,nM
8,318388047,122189069,Active,,,,3.61,IC50,=,3610,nM
9,318388048,122189070,Active,,,,3.48,IC50,=,3480,nM
10,318388049,122189071,Active,,,,1.76,IC50,=,1760,nM
11,318388050,122189072,Active,,,,6.56,IC50,=,6560,nM
12,318388051,122189073,Active,,,,2.87,IC50,=,2870,nM
13,318388052,122189074,Active,,,,1.92,IC50,=,1920,nM
14,318388053,122189075,Active,,,,41.5,IC50,=,41500,nM
15,318388054,122189076,Active,,,,13.4,IC50,=,13400,nM
16,318388055,122189077,Active,,,,21.3,IC50,=,21300,nM
17,318388056,122189078,Active,,,,2.33,IC50,=,2330,nM
18,318388057,122189079,Active,,,,1.57,IC50,=,1570,nM
19,318388058,122189080,Active,,,,2.77,IC50,=,2770,nM
20,318388059,122189081,Active,,,,4.94,IC50,=,4940,nM
21,318388060,122189082,Active,,,,7.51,IC50,=,7510,nM
22,318388061,122189083,Active,,,,3.63,IC50,=,3630,nM
23,318388062,122189084,Active,,,,3.52,IC50,=,3520,nM
24,318388063,122189085,Active,,,,10.2,IC50,=,10200,nM
25,318388064,122189086,Active,,,,11.6,IC50,=,11600,nM
26,318388065,122189087,Active,,,,23.6,IC50,=,23600,nM
27,318388066,122189088,Active,,,,1.65,IC50,=,1650,nM
28,318388067,122189089,Active,,,,2.77,IC50,=,2770,nM
29,318388068,122189090,Active,,,,1.63,IC50,=,1630,nM
30,318388069,122189091,Active,,,,2.16,IC50,=,2160,nM
31,318388070,122189092,Active,,,,3.63,IC50,=,3630,nM
32,318388071,122189093,Active,,,,4.42,IC50,=,4420,nM
33,318388072,122189094,Active,,,,5.36,IC50,=,5360,nM
34,318388073,122189095,Active,,,,21.8,IC50,=,21800,nM
35,318388074,122189096,Active,,,,12.1,IC50,=,12100,nM
36,318388075,122189097,Active,,,,8.13,IC50,=,8130,nM
37,318388076,122189098,Active,,,,3.67,IC50,=,3670,nM
38,318388077,122189099,Active,,,,1.74,IC50,=,1740,nM
39,318388078,122189100,Active,,,,1.29,IC50,=,1290,nM
40,318388079,122189101,Active,,,,1.06,IC50,=,1060,nM
41,318388080,122189102,Active,,,,1.14,IC50,=,1140,nM
42,318388081,122189103,Active,,,,2.76,IC50,=,2760,nM
43,318388082,122189104,Active,,,,3.29,IC50,=,3290,nM
44,318388083,122189105,Active,,,,8.93,IC50,=,8930,nM
45,318388084,122189106,Active,,,,6.6,IC50,=,6600,nM
46,318388085,122189107,Active,,,,12.4,IC50,=,12400,nM
