PUBCHEM_RESULT_TAG,PUBCHEM_SID,PUBCHEM_CID,PUBCHEM_ACTIVITY_OUTCOME,PUBCHEM_ACTIVITY_SCORE,PUBCHEM_ACTIVITY_URL,PUBCHEM_ASSAYDATA_COMMENT,PubChem Standard Value,Standard Type,Standard Relation,Standard Value,Standard Units
RESULT_TYPE,,,,,,,FLOAT,STRING,STRING,FLOAT,STRING
RESULT_DESCR,,,,,,,PubChem standardized value transformed from 'Standard Value'. The unit is always micromolar,Standardized activity type (e.g. IC50 rather than Ic-50/Ic50/ic50/ic-50),"Qualifier (e.g. >, <, =) for 'Standard Value'",Standardized activity value transformed to common units: e.g. mM concentrations converted to nM,Selected units for 'Standard Type': e.g. concentrations are in nM
RESULT_UNIT,,,,,,,MICROMOLAR,,,,
RESULT_IS_ACTIVE_CONCENTRATION,,,,,,,TRUE,,,,
1,103507642,3385,Active,,,,6.072,IC50,=,6072,nM
2,123097261,31703,Active,,,,1.909,IC50,=,1909,nM
3,318388686,122189523,Unspecified,,,,50,IC50,>,50000,nM
4,318388687,122189524,Unspecified,,,,50,IC50,>,50000,nM
5,318388688,122189525,Unspecified,,,,50,IC50,>,50000,nM
6,318388689,122189526,Unspecified,,,,50,IC50,>,50000,nM
7,318388690,122189527,Unspecified,,,,50,IC50,>,50000,nM
8,318388691,122189528,Active,,,,27.54,IC50,=,27540,nM
9,318388692,122189529,Active,,,,33.34,IC50,=,33340,nM
10,318388693,122189530,Active,,,,48.97,IC50,=,48970,nM
11,318388694,122189531,Active,,,,19.95,IC50,=,19950,nM
12,318388695,122189532,Unspecified,,,,50,IC50,>,50000,nM
13,318388696,122189533,Active,,,,23.44,IC50,=,23440,nM
14,318388697,122189534,Unspecified,,,,50,IC50,>,50000,nM
15,318388698,122189535,Active,,,,26.28,IC50,=,26280,nM
16,318388699,122189536,Active,,,,37.15,IC50,=,37150,nM
17,318388700,122189537,Unspecified,,,,50,IC50,>,50000,nM
18,318388701,122189538,Active,,,,8.14,IC50,=,8140,nM
19,318388702,122189539,Active,,,,20.41,IC50,=,20410,nM
20,318388703,122189540,Active,,,,28.01,IC50,=,28010,nM
21,318388704,122189541,Active,,,,23.98,IC50,=,23980,nM
22,318388705,122189542,Active,,,,19.72,IC50,=,19720,nM
