PUBCHEM_RESULT_TAG,PUBCHEM_SID,PUBCHEM_CID,PUBCHEM_ACTIVITY_OUTCOME,PUBCHEM_ACTIVITY_SCORE,PUBCHEM_ACTIVITY_URL,PUBCHEM_ASSAYDATA_COMMENT,PubChem Standard Value,Standard Type,Standard Relation,Standard Value,Standard Units
RESULT_TYPE,,,,,,,FLOAT,STRING,STRING,FLOAT,STRING
RESULT_DESCR,,,,,,,PubChem standardized value transformed from 'Standard Value'. The unit is always micromolar,Standardized activity type (e.g. IC50 rather than Ic-50/Ic50/ic50/ic-50),"Qualifier (e.g. >, <, =) for 'Standard Value'",Standardized activity value transformed to common units: e.g. mM concentrations converted to nM,Selected units for 'Standard Type': e.g. concentrations are in nM
RESULT_UNIT,,,,,,,MICROMOLAR,,,,
RESULT_IS_ACTIVE_CONCENTRATION,,,,,,,TRUE,,,,
1,103173891,94391,Active,,,,34.7,IC50,=,34700,nM
2,103507642,3385,Active,,,,26.8,IC50,=,26800,nM
3,194140376,76310930,Active,,,,34.56,IC50,=,34560,nM
4,194140377,76310931,Active,,,,23.79,IC50,=,23790,nM
5,194140378,76310932,Active,,,,41.16,IC50,=,41160,nM
6,194140379,76310933,Active,,,,44.69,IC50,=,44690,nM
7,194147239,76314571,Active,,,,15.8,IC50,=,15800,nM
8,194147240,76314572,Active,,,,38.53,IC50,=,38530,nM
9,194147241,76314573,Active,,,,19.95,IC50,=,19950,nM
10,194147242,76314574,Active,,,,48.16,IC50,=,48160,nM
11,194154122,76318151,Active,,,,16.7,IC50,=,16700,nM
12,194161101,76321837,Active,,,,21.01,IC50,=,21010,nM
13,194161102,76321838,Active,,,,33.59,IC50,=,33590,nM
14,194161103,76321839,Active,,,,26.06,IC50,=,26060,nM
15,194168017,76325470,Active,,,,16.9,IC50,=,16900,nM
16,194168018,76325471,Active,,,,27.45,IC50,=,27450,nM
17,194174817,76329016,Unspecified,,,,56.34,IC50,=,56340,nM
18,194174818,76329017,Active,,,,30.98,IC50,=,30980,nM
19,194174819,76329018,Active,,,,36.1,IC50,=,36100,nM
20,194188527,76336296,Active,,,,15.34,IC50,=,15340,nM
21,194188528,76336297,Active,,,,27.05,IC50,=,27050,nM
