PUBCHEM_RESULT_TAG,PUBCHEM_SID,PUBCHEM_CID,PUBCHEM_ACTIVITY_OUTCOME,PUBCHEM_ACTIVITY_SCORE,PUBCHEM_ACTIVITY_URL,PUBCHEM_ASSAYDATA_COMMENT,PubChem Standard Value,Standard Type,Standard Relation,Standard Value,Standard Units
RESULT_TYPE,,,,,,,FLOAT,STRING,STRING,FLOAT,STRING
RESULT_DESCR,,,,,,,PubChem standardized value transformed from 'Standard Value'. The unit is always micromolar,Standardized activity type (e.g. IC50 rather than Ic-50/Ic50/ic50/ic-50),"Qualifier (e.g. >, <, =) for 'Standard Value'",Standardized activity value transformed to common units: e.g. mM concentrations converted to nM,Selected units for 'Standard Type': e.g. concentrations are in nM
RESULT_UNIT,,,,,,,MICROMOLAR,,,,
RESULT_IS_ACTIVE_CONCENTRATION,,,,,,,TRUE,,,,
1,103492209,2796011,Unspecified,,,,72,IC50,=,72000,nM
2,103492210,44413227,Active,,,,21,IC50,=,21000,nM
3,103492211,44413228,Active,,,,39,IC50,=,39000,nM
4,103492212,44413229,Unspecified,,,,60,IC50,=,60000,nM
5,103492242,2795741,Unspecified,,,,66.6,IC50,=,66600,nM
6,103492243,44413246,Active,,,,25,IC50,=,25000,nM
7,103492270,44413256,Active,,,,32,IC50,=,32000,nM
8,103492271,2799598,Active,,,,0.5,IC50,=,500,nM
9,103492298,2797303,Unspecified,,,,100,IC50,>,100000,nM
10,103492299,2799606,Active,,,,2.3,IC50,=,2300,nM
11,103492359,44413295,Active,,,,5.6,IC50,=,5600,nM
12,103492360,44413296,Active,,,,5.7,IC50,=,5700,nM
13,103492385,44413307,Active,,,,2.5,IC50,=,2500,nM
14,103492386,2796067,Unspecified,,,,100,IC50,>,100000,nM
15,103492411,2797049,Unspecified,,,,100,IC50,>,100000,nM
16,103492412,2775092,Unspecified,,,,100,IC50,>,100000,nM
17,103492585,2801383,Unspecified,,,,100,IC50,>,100000,nM
18,103492586,44413427,Unspecified,,,,100,IC50,>,100000,nM
19,103492609,2798662,Unspecified,,,,100,IC50,>,100000,nM
20,103492610,44413439,Unspecified,,,,100,IC50,>,100000,nM
21,103492648,2798124,Unspecified,,,,80,IC50,=,80000,nM
22,103492649,2795648,Active,,,,37,IC50,=,37000,nM
