PUBCHEM_RESULT_TAG,PUBCHEM_SID,PUBCHEM_CID,PUBCHEM_ACTIVITY_OUTCOME,PUBCHEM_ACTIVITY_SCORE,PUBCHEM_ACTIVITY_URL,PUBCHEM_ASSAYDATA_COMMENT,PubChem Standard Value,Standard Type,Standard Relation,Standard Value,Standard Units
RESULT_TYPE,,,,,,,FLOAT,STRING,STRING,FLOAT,STRING
RESULT_DESCR,,,,,,,PubChem standardized value transformed from 'Standard Value'. The unit is always micromolar,Standardized activity type (e.g. IC50 rather than Ic-50/Ic50/ic50/ic-50),"Qualifier (e.g. >, <, =) for 'Standard Value'",Standardized activity value transformed to common units: e.g. mM concentrations converted to nM,Selected units for 'Standard Type': e.g. concentrations are in nM
RESULT_UNIT,,,,,,,MICROMOLAR,,,,
RESULT_IS_ACTIVE_CONCENTRATION,,,,,,,TRUE,,,,
1,103507642,3385,Active,,,,4.9,IC50,=,4900,nM
2,194138890,72947882,Unspecified,,,,20,IC50,>,20000,nM
3,194138891,72948079,Unspecified,,,,20,IC50,>,20000,nM
4,194145823,72945113,Active,,,,18.9,IC50,=,18900,nM
5,194152678,72947883,Active,,,,9.9,IC50,=,9900,nM
6,194152679,72947885,Active,,,,13.23,IC50,=,13230,nM
7,194152680,72947886,Active,,,,16.2,IC50,=,16200,nM
8,194166587,60148024,Unspecified,,,,20,IC50,>,20000,nM
9,194173429,72947884,Active,,,,6.1,IC50,=,6100,nM
10,194180307,72947678,Active,,,,8.3,IC50,=,8300,nM
11,194180308,60148027,Unspecified,,,,20,IC50,>,20000,nM
12,194180309,72948078,Active,,,,15.8,IC50,=,15800,nM
13,194187108,60148041,Active,,,,13.9,IC50,=,13900,nM
14,194187109,72948080,Active,,,,19,IC50,=,19000,nM
15,194187110,72947881,Active,,,,4.01,IC50,=,4010,nM
