PUBCHEM_RESULT_TAG,PUBCHEM_SID,PUBCHEM_CID,PUBCHEM_ACTIVITY_OUTCOME,PUBCHEM_ACTIVITY_SCORE,PUBCHEM_ACTIVITY_URL,PUBCHEM_ASSAYDATA_COMMENT,PubChem Standard Value,Standard Type,Standard Relation,Standard Value,Standard Units
RESULT_TYPE,,,,,,,FLOAT,STRING,STRING,FLOAT,STRING
RESULT_DESCR,,,,,,,PubChem standardized value transformed from 'Standard Value'. The unit is always micromolar,Standardized activity type (e.g. IC50 rather than Ic-50/Ic50/ic50/ic-50),"Qualifier (e.g. >, <, =) for 'Standard Value'",Standardized activity value transformed to common units: e.g. mM concentrations converted to nM,Selected units for 'Standard Type': e.g. concentrations are in nM
RESULT_UNIT,,,,,,,MICROMOLAR,,,,
RESULT_IS_ACTIVE_CONCENTRATION,,,,,,,TRUE,,,,
1,103350986,64945,Active,,,,27.08,IC50,=,27080,nM
2,103507642,3385,Active,,,,40.94,IC50,=,40940,nM
3,312390573,118735009,Active,,,,35.22,IC50,=,35220,nM
4,312390574,118735010,Active,,,,30.54,IC50,=,30540,nM
5,312390575,118735011,Active,,,,42.52,IC50,=,42520,nM
6,312390576,118735012,Active,,,,48.28,IC50,=,48280,nM
7,312390577,118735013,Active,,,,38.28,IC50,=,38280,nM
8,312390578,118735014,Active,,,,37.5,IC50,=,37500,nM
9,312390579,118735015,Active,,,,26.74,IC50,=,26740,nM
10,312390580,118735016,Active,,,,38.62,IC50,=,38620,nM
11,312390581,118735017,Active,,,,28.78,IC50,=,28780,nM
12,312390582,118735018,Active,,,,16.34,IC50,=,16340,nM
13,312390583,118735019,Active,,,,9.82,IC50,=,9820,nM
14,312390584,118735020,Unspecified,,,,56.12,IC50,=,56120,nM
15,312390585,118735021,Active,,,,49.75,IC50,=,49750,nM
16,312390586,118735022,Unspecified,,,,64.35,IC50,=,64350,nM
17,312390587,118735023,Unspecified,,,,100,IC50,>,100000,nM
18,312390588,118735024,Unspecified,,,,100,IC50,>,100000,nM
19,312390589,118735025,Active,,,,45.28,IC50,=,45280,nM
20,312390590,118735026,Unspecified,,,,55.26,IC50,=,55260,nM
21,312390591,118735027,Active,,,,43.7,IC50,=,43700,nM
22,312390592,118735028,Unspecified,,,,100,IC50,>,100000,nM
23,312390593,118735029,Unspecified,,,,100,IC50,>,100000,nM
24,312390594,118735030,Active,,,,43.82,IC50,=,43820,nM
25,312390595,118735031,Unspecified,,,,74.91,IC50,=,74910,nM
26,312390596,118735032,Active,,,,43.36,IC50,=,43360,nM
27,312390597,118735033,Unspecified,,,,52.12,IC50,=,52120,nM
28,312390598,118735034,Active,,,,45.79,IC50,=,45790,nM
29,312390599,118735035,Unspecified,,,,52.81,IC50,=,52810,nM
30,312390600,118735036,Active,,,,41.78,IC50,=,41780,nM
31,312390601,118735037,Active,,,,29.2,IC50,=,29200,nM
32,312390602,118735038,Unspecified,,,,58.67,IC50,=,58670,nM
33,312390603,118735039,Unspecified,,,,68.76,IC50,=,68760,nM
34,312390604,118735040,Active,,,,38.73,IC50,=,38730,nM
35,312390605,118735041,Unspecified,,,,60.21,IC50,=,60210,nM
36,312390606,118735042,Active,,,,34.54,IC50,=,34540,nM
37,312390607,118735043,Active,,,,27.73,IC50,=,27730,nM
38,312390608,118735044,Active,,,,36.71,IC50,=,36710,nM
39,312390609,118735045,Active,,,,30.07,IC50,=,30070,nM
40,312390610,118735046,Active,,,,35.73,IC50,=,35730,nM
