PUBCHEM_RESULT_TAG,PUBCHEM_SID,PUBCHEM_CID,PUBCHEM_ACTIVITY_OUTCOME,PUBCHEM_ACTIVITY_SCORE,PUBCHEM_ACTIVITY_URL,PUBCHEM_ASSAYDATA_COMMENT,PubChem Standard Value,Standard Type,Standard Relation,Standard Value,Standard Units
RESULT_TYPE,,,,,,,FLOAT,STRING,STRING,FLOAT,STRING
RESULT_DESCR,,,,,,,PubChem standardized value transformed from 'Standard Value'. The unit is always micromolar,Standardized activity type (e.g. IC50 rather than Ic-50/Ic50/ic50/ic-50),"Qualifier (e.g. >, <, =) for 'Standard Value'",Standardized activity value transformed to common units: e.g. mM concentrations converted to nM,Selected units for 'Standard Type': e.g. concentrations are in nM
RESULT_UNIT,,,,,,,MICROMOLAR,,,,
RESULT_IS_ACTIVE_CONCENTRATION,,,,,,,TRUE,,,,
1,103170100,2733526,Active,,,,24.4,GI50,=,24400,nM
2,123097261,31703,Active,,,,1.9,GI50,=,1900,nM
3,312373359,118723713,Active,,,,6.2,GI50,=,6200,nM
4,312373360,118723714,Active,,,,4,GI50,=,4000,nM
5,312373361,118723715,Active,,,,7.3,GI50,=,7300,nM
6,312373362,118723716,Active,,,,8.1,GI50,=,8100,nM
7,312373364,118723718,Active,,,,4.6,GI50,=,4600,nM
8,312373368,118723722,Active,,,,6.3,GI50,=,6300,nM
9,312373889,118724066,Active,,,,4.6,GI50,=,4600,nM
10,318385580,122187186,Active,,,,7.8,GI50,=,7800,nM
11,318385581,122187187,Active,,,,13.6,GI50,=,13600,nM
12,318385582,122187188,Active,,,,18.8,GI50,=,18800,nM
13,318385583,122187189,Active,,,,30.3,GI50,=,30300,nM
14,318385584,122187190,Active,,,,17.3,GI50,=,17300,nM
15,318385585,122187191,Active,,,,22.5,GI50,=,22500,nM
16,318385586,122187192,Active,,,,16.6,GI50,=,16600,nM
17,318385587,122187193,Active,,,,30.2,GI50,=,30200,nM
18,318385588,122187194,Active,,,,27.6,GI50,=,27600,nM
19,318385589,122187195,Unspecified,,,,126,GI50,=,126000,nM
20,318385590,122187196,Unspecified,,,,100.6,GI50,=,100600,nM
21,318385591,122187197,Active,,,,36.2,GI50,=,36200,nM
22,318385592,122187198,Active,,,,25.4,GI50,=,25400,nM
23,318385593,122187199,Unspecified,,,,98,GI50,=,98000,nM
24,318385594,122187200,Active,,,,21.1,GI50,=,21100,nM
25,318385595,122187201,Unspecified,,,,50.4,GI50,=,50400,nM
