PUBCHEM_RESULT_TAG,PUBCHEM_SID,PUBCHEM_CID,PUBCHEM_ACTIVITY_OUTCOME,PUBCHEM_ACTIVITY_SCORE,PUBCHEM_ACTIVITY_URL,PUBCHEM_ASSAYDATA_COMMENT,PubChem Standard Value,Standard Type,Standard Relation,Standard Value,Standard Units
RESULT_TYPE,,,,,,,FLOAT,STRING,STRING,FLOAT,STRING
RESULT_DESCR,,,,,,,PubChem standardized value transformed from 'Standard Value'. The unit is always micromolar,Standardized activity type (e.g. IC50 rather than Ic-50/Ic50/ic50/ic-50),"Qualifier (e.g. >, <, =) for 'Standard Value'",Standardized activity value transformed to common units: e.g. mM concentrations converted to nM,Selected units for 'Standard Type': e.g. concentrations are in nM
RESULT_UNIT,,,,,,,MICROMOLAR,,,,
RESULT_IS_ACTIVE_CONCENTRATION,,,,,,,TRUE,,,,
1,194138890,72947882,Active,,,,6.4,IC50,=,6400,nM
2,194138891,72948079,Unspecified,,,,20,IC50,>,20000,nM
3,194145823,72945113,Unspecified,,,,20,IC50,>,20000,nM
4,194152678,72947883,Active,,,,5.1,IC50,=,5100,nM
5,194152679,72947885,Unspecified,,,,20,IC50,>,20000,nM
6,194152680,72947886,Active,,,,5.2,IC50,=,5200,nM
7,194166587,60148024,Active,,,,9.3,IC50,=,9300,nM
8,194173429,72947884,Active,,,,12.1,IC50,=,12100,nM
9,194180307,72947678,Active,,,,8.1,IC50,=,8100,nM
10,194180308,60148027,Active,,,,12.5,IC50,=,12500,nM
11,194180309,72948078,Active,,,,19.9,IC50,=,19900,nM
12,194187108,60148041,Active,,,,17.5,IC50,=,17500,nM
13,194187109,72948080,Active,,,,8.3,IC50,=,8300,nM
14,194187110,72947881,Active,,,,15.2,IC50,=,15200,nM
