PUBCHEM_RESULT_TAG,PUBCHEM_SID,PUBCHEM_CID,PUBCHEM_ACTIVITY_OUTCOME,PUBCHEM_ACTIVITY_SCORE,PUBCHEM_ACTIVITY_URL,PUBCHEM_ASSAYDATA_COMMENT,PubChem Standard Value,Standard Type,Standard Relation,Standard Value,Standard Units
RESULT_TYPE,,,,,,,FLOAT,STRING,STRING,FLOAT,STRING
RESULT_DESCR,,,,,,,PubChem standardized value transformed from 'Standard Value'. The unit is always micromolar,Standardized activity type (e.g. IC50 rather than Ic-50/Ic50/ic50/ic-50),"Qualifier (e.g. >, <, =) for 'Standard Value'",Standardized activity value transformed to common units: e.g. mM concentrations converted to nM,Selected units for 'Standard Type': e.g. concentrations are in nM
RESULT_UNIT,,,,,,,MICROMOLAR,,,,
RESULT_IS_ACTIVE_CONCENTRATION,,,,,,,TRUE,,,,
1,103168783,4122,Active,,,,1.87,IC50,=,1870,nM
2,103507642,3385,Active,,,,2.13,IC50,=,2130,nM
3,174522625,703492,Active,,,,29.5,IC50,=,29500,nM
4,242189792,555820,Active,,,,13.71,IC50,=,13710,nM
5,242212072,700989,Active,,,,8.66,IC50,=,8660,nM
6,242375386,792340,Active,,,,2.71,IC50,=,2710,nM
7,318388046,7996519,Active,,,,2.71,IC50,=,2710,nM
8,318388047,122189069,Active,,,,1.72,IC50,=,1720,nM
9,318388048,122189070,Active,,,,2.37,IC50,=,2370,nM
10,318388049,122189071,Active,,,,1.81,IC50,=,1810,nM
11,318388050,122189072,Active,,,,3.61,IC50,=,3610,nM
12,318388051,122189073,Active,,,,1.23,IC50,=,1230,nM
13,318388052,122189074,Active,,,,5.93,IC50,=,5930,nM
14,318388053,122189075,Active,,,,14.5,IC50,=,14500,nM
15,318388054,122189076,Active,,,,11.1,IC50,=,11100,nM
16,318388055,122189077,Active,,,,19.3,IC50,=,19300,nM
17,318388056,122189078,Active,,,,1.51,IC50,=,1510,nM
18,318388057,122189079,Active,,,,1.13,IC50,=,1130,nM
19,318388058,122189080,Active,,,,1.32,IC50,=,1320,nM
20,318388059,122189081,Active,,,,5.83,IC50,=,5830,nM
21,318388060,122189082,Active,,,,1.96,IC50,=,1960,nM
22,318388061,122189083,Active,,,,1.44,IC50,=,1440,nM
23,318388062,122189084,Active,,,,2.34,IC50,=,2340,nM
24,318388063,122189085,Unspecified,,,,50,IC50,>,50000,nM
25,318388064,122189086,Active,,,,15.7,IC50,=,15700,nM
26,318388065,122189087,Active,,,,21.5,IC50,=,21500,nM
27,318388066,122189088,Active,,,,5.96,IC50,=,5960,nM
28,318388067,122189089,Active,,,,4.61,IC50,=,4610,nM
29,318388068,122189090,Active,,,,1.34,IC50,=,1340,nM
30,318388069,122189091,Active,,,,2.17,IC50,=,2170,nM
31,318388070,122189092,Active,,,,2.42,IC50,=,2420,nM
32,318388071,122189093,Active,,,,3.36,IC50,=,3360,nM
33,318388072,122189094,Active,,,,4.64,IC50,=,4640,nM
34,318388073,122189095,Active,,,,17.7,IC50,=,17700,nM
35,318388074,122189096,Active,,,,19.1,IC50,=,19100,nM
36,318388075,122189097,Active,,,,7.73,IC50,=,7730,nM
37,318388076,122189098,Active,,,,2.36,IC50,=,2360,nM
38,318388077,122189099,Active,,,,1.98,IC50,=,1980,nM
39,318388078,122189100,Active,,,,3.13,IC50,=,3130,nM
40,318388079,122189101,Active,,,,6.37,IC50,=,6370,nM
41,318388080,122189102,Active,,,,22.7,IC50,=,22700,nM
42,318388081,122189103,Active,,,,4.82,IC50,=,4820,nM
43,318388082,122189104,Active,,,,5.07,IC50,=,5070,nM
44,318388083,122189105,Active,,,,5.85,IC50,=,5850,nM
45,318388084,122189106,Active,,,,7.33,IC50,=,7330,nM
46,318388085,122189107,Active,,,,11.9,IC50,=,11900,nM
