PUBCHEM_RESULT_TAG,PUBCHEM_SID,PUBCHEM_CID,PUBCHEM_ACTIVITY_OUTCOME,PUBCHEM_ACTIVITY_SCORE,PUBCHEM_ACTIVITY_URL,PUBCHEM_ASSAYDATA_COMMENT,PubChem Standard Value,Standard Type,Standard Relation,Standard Value,Standard Units
RESULT_TYPE,,,,,,,FLOAT,STRING,STRING,FLOAT,STRING
RESULT_DESCR,,,,,,,PubChem standardized value transformed from 'Standard Value'. The unit is always micromolar,Standardized activity type (e.g. IC50 rather than Ic-50/Ic50/ic50/ic-50),"Qualifier (e.g. >, <, =) for 'Standard Value'",Standardized activity value transformed to common units: e.g. mM concentrations converted to nM,Selected units for 'Standard Type': e.g. concentrations are in nM
RESULT_UNIT,,,,,,,MICROMOLAR,,,,
RESULT_IS_ACTIVE_CONCENTRATION,,,,,,,TRUE,,,,
1,103378598,10364986,Active,,,,2.6,IC50,=,2600,nM
2,103586212,122838,Active,,,,13.8,IC50,=,13800,nM
3,103631753,11201041,Active,,,,2.9,IC50,=,2900,nM
4,163320252,71453127,Active,,,,4.3,IC50,=,4300,nM
5,163323634,71454859,Active,,,,3.6,IC50,=,3600,nM
6,163327093,71456630,Active,,,,15.9,IC50,=,15900,nM
7,163329492,23427322,Unspecified,,,,30,IC50,>,30000,nM
