PUBCHEM_RESULT_TAG,PUBCHEM_SID,PUBCHEM_CID,PUBCHEM_ACTIVITY_OUTCOME,PUBCHEM_ACTIVITY_SCORE,PUBCHEM_ACTIVITY_URL,PUBCHEM_ASSAYDATA_COMMENT,PubChem Standard Value,Standard Type,Standard Relation,Standard Value,Standard Units
RESULT_TYPE,,,,,,,FLOAT,STRING,STRING,FLOAT,STRING
RESULT_DESCR,,,,,,,PubChem standardized value transformed from 'Standard Value'. The unit is always micromolar,Standardized activity type (e.g. IC50 rather than Ic-50/Ic50/ic50/ic-50),"Qualifier (e.g. >, <, =) for 'Standard Value'",Standardized activity value transformed to common units: e.g. mM concentrations converted to nM,Selected units for 'Standard Type': e.g. concentrations are in nM
RESULT_UNIT,,,,,,,MICROMOLAR,,,,
RESULT_IS_ACTIVE_CONCENTRATION,,,,,,,TRUE,,,,
1,103173891,94391,Unspecified,,,,100,IC50,>,100000,nM
2,103507642,3385,Active,,,,30.45,IC50,=,30450,nM
3,312366817,118719412,Active,,,,17.01,IC50,=,17010,nM
4,312366818,118719413,Active,,,,25.76,IC50,=,25760,nM
5,312366819,118719414,Active,,,,17.8,IC50,=,17800,nM
6,312366820,118719415,Active,,,,17.53,IC50,=,17530,nM
7,312366821,118719416,Active,,,,15.62,IC50,=,15620,nM
8,312374935,118724735,Active,,,,27.61,IC50,=,27610,nM
9,312374936,118724736,Active,,,,30.46,IC50,=,30460,nM
10,312374937,118724737,Active,,,,39.38,IC50,=,39380,nM
11,312374938,118724738,Active,,,,30.9,IC50,=,30900,nM
12,312374939,118724739,Active,,,,48.95,IC50,=,48950,nM
13,312374940,118724740,Active,,,,39.58,IC50,=,39580,nM
14,312374941,118724741,Active,,,,18.89,IC50,=,18890,nM
15,312374942,118724742,Active,,,,18.9,IC50,=,18900,nM
16,312374943,118724743,Active,,,,20.11,IC50,=,20110,nM
17,312374944,118724744,Active,,,,39.58,IC50,=,39580,nM
18,312374945,118724745,Active,,,,9.7,IC50,=,9700,nM
19,312374946,118724746,Active,,,,29.7,IC50,=,29700,nM
20,312374947,118724747,Active,,,,28.99,IC50,=,28990,nM
21,312374948,118724748,Active,,,,20.23,IC50,=,20230,nM
22,312374949,118724749,Active,,,,21.32,IC50,=,21320,nM
23,312374950,118724750,Active,,,,26.39,IC50,=,26390,nM
24,312374951,118724751,Active,,,,16,IC50,=,16000,nM
25,312374952,118724752,Active,,,,13.45,IC50,=,13450,nM
26,312374953,118724753,Active,,,,11.86,IC50,=,11860,nM
27,312374954,118724754,Active,,,,18.71,IC50,=,18710,nM
28,312374955,118724755,Active,,,,14.59,IC50,=,14590,nM
29,312374956,118724756,Active,,,,15.04,IC50,=,15040,nM
30,312374957,118724757,Active,,,,17.84,IC50,=,17840,nM
31,312374958,118724758,Active,,,,13.44,IC50,=,13440,nM
32,312374959,118724759,Active,,,,24.4,IC50,=,24400,nM
33,312374960,118724760,Active,,,,17.26,IC50,=,17260,nM
34,312374961,118724761,Active,,,,22.36,IC50,=,22360,nM
