PUBCHEM_RESULT_TAG,PUBCHEM_SID,PUBCHEM_CID,PUBCHEM_ACTIVITY_OUTCOME,PUBCHEM_ACTIVITY_SCORE,PUBCHEM_ACTIVITY_URL,PUBCHEM_ASSAYDATA_COMMENT,PubChem Standard Value,Standard Type,Standard Relation,Standard Value,Standard Units
RESULT_TYPE,,,,,,,FLOAT,STRING,STRING,FLOAT,STRING
RESULT_DESCR,,,,,,,PubChem standardized value transformed from 'Standard Value'. The unit is always micromolar,Standardized activity type (e.g. IC50 rather than Ic-50/Ic50/ic50/ic-50),"Qualifier (e.g. >, <, =) for 'Standard Value'",Standardized activity value transformed to common units: e.g. mM concentrations converted to nM,Selected units for 'Standard Type': e.g. concentrations are in nM
RESULT_UNIT,,,,,,,MICROMOLAR,,,,
RESULT_IS_ACTIVE_CONCENTRATION,,,,,,,TRUE,,,,
1,103220499,10168,Unspecified,,,,100,IC50,>,100000,nM
2,103507642,3385,Active,,,,35.34,IC50,=,35340,nM
3,194139140,73213391,Unspecified,,,,94.25,IC50,=,94250,nM
4,194139141,73213443,Unspecified,,,,87.47,IC50,=,87470,nM
5,194139142,73213445,Active,,,,35.23,IC50,=,35230,nM
6,194139143,73212273,Unspecified,,,,100,IC50,>,100000,nM
7,194139144,73212274,Active,,,,40.12,IC50,=,40120,nM
8,194146106,73212275,Unspecified,,,,73.34,IC50,=,73340,nM
9,194152900,73213388,Unspecified,,,,79.63,IC50,=,79630,nM
10,194159859,73212272,Active,,,,38.19,IC50,=,38190,nM
11,194166834,73212276,Unspecified,,,,88.95,IC50,=,88950,nM
12,194166835,73212362,Unspecified,,,,100,IC50,>,100000,nM
13,194173649,73212361,Unspecified,,,,64.83,IC50,=,64830,nM
14,194173650,73213390,Unspecified,,,,95.36,IC50,=,95360,nM
15,194173651,73213446,Active,,,,19.34,IC50,=,19340,nM
16,194173652,73213447,Active,,,,25.64,IC50,=,25640,nM
17,194180554,73213387,Unspecified,,,,98.24,IC50,=,98240,nM
18,194180555,73213389,Unspecified,,,,78.23,IC50,=,78230,nM
19,194180556,73213444,Unspecified,,,,73.24,IC50,=,73240,nM
