PUBCHEM_RESULT_TAG,PUBCHEM_SID,PUBCHEM_CID,PUBCHEM_ACTIVITY_OUTCOME,PUBCHEM_ACTIVITY_SCORE,PUBCHEM_ACTIVITY_URL,PUBCHEM_ASSAYDATA_COMMENT,PubChem Standard Value,Standard Type,Standard Relation,Standard Value,Standard Units
RESULT_TYPE,,,,,,,FLOAT,STRING,STRING,FLOAT,STRING
RESULT_DESCR,,,,,,,PubChem standardized value transformed from 'Standard Value'. The unit is always micromolar,Standardized activity type (e.g. IC50 rather than Ic-50/Ic50/ic50/ic-50),"Qualifier (e.g. >, <, =) for 'Standard Value'",Standardized activity value transformed to common units: e.g. mM concentrations converted to nM,Selected units for 'Standard Type': e.g. concentrations are in nM
RESULT_UNIT,,,,,,,MICROMOLAR,,,,
RESULT_IS_ACTIVE_CONCENTRATION,,,,,,,TRUE,,,,
1,134442339,56665080,Active,,,,0.031,IC50,=,31,nM
2,134442340,56665081,Active,,,,0.31,IC50,=,310,nM
3,134457837,56678764,Active,,,,0.0029,IC50,=,2.9,nM
4,164139899,71560405,Active,,,,0.57,IC50,=,570,nM
5,164142690,71560404,Active,,,,0.27,IC50,=,270,nM
6,194182360,11813755,Active,,,,0.0021,IC50,=,2.1,nM
