PUBCHEM_RESULT_TAG,PUBCHEM_SID,PUBCHEM_CID,PUBCHEM_ACTIVITY_OUTCOME,PUBCHEM_ACTIVITY_SCORE,PUBCHEM_ACTIVITY_URL,PUBCHEM_ASSAYDATA_COMMENT,PubChem Standard Value,Standard Type,Standard Relation,Standard Value,Standard Units
RESULT_TYPE,,,,,,,FLOAT,STRING,STRING,FLOAT,STRING
RESULT_DESCR,,,,,,,PubChem standardized value transformed from 'Standard Value'. The unit is always micromolar,Standardized activity type (e.g. IC50 rather than Ic-50/Ic50/ic50/ic-50),"Qualifier (e.g. >, <, =) for 'Standard Value'",Standardized activity value transformed to common units: e.g. mM concentrations converted to nM,Selected units for 'Standard Type': e.g. concentrations are in nM
RESULT_UNIT,,,,,,,MICROMOLAR,,,,
RESULT_IS_ACTIVE_CONCENTRATION,,,,,,,TRUE,,,,
1,103173891,94391,Unspecified,,,,84,IC50,=,84000,nM
2,103507642,3385,Active,,,,24.43,IC50,=,24430,nM
3,174488724,72189189,Active,,,,13.5,IC50,=,13500,nM
4,174498902,72188900,Active,,,,18.92,IC50,=,18920,nM
5,174498903,72189187,Active,,,,14.12,IC50,=,14120,nM
6,174504163,72189186,Active,,,,9.96,IC50,=,9960,nM
7,174504164,72189793,Unspecified,,,,50,IC50,>,50000,nM
8,174509280,72188898,Active,,,,12.14,IC50,=,12140,nM
9,174509281,72189188,Active,,,,16.64,IC50,=,16640,nM
10,174509282,72189190,Active,,,,10.03,IC50,=,10030,nM
11,174509283,72189496,Active,,,,14.54,IC50,=,14540,nM
12,174509284,72189790,Active,,,,17.41,IC50,=,17410,nM
13,174514446,72189499,Active,,,,13.97,IC50,=,13970,nM
14,174514447,72189791,Active,,,,20.67,IC50,=,20670,nM
15,174519457,72188899,Active,,,,21.35,IC50,=,21350,nM
16,174519458,72189498,Active,,,,19.69,IC50,=,19690,nM
17,174524747,72189495,Active,,,,13.66,IC50,=,13660,nM
18,174524748,72189497,Active,,,,15.3,IC50,=,15300,nM
19,174524749,72189792,Active,,,,19.09,IC50,=,19090,nM
