PUBCHEM_RESULT_TAG,PUBCHEM_SID,PUBCHEM_CID,PUBCHEM_ACTIVITY_OUTCOME,PUBCHEM_ACTIVITY_SCORE,PUBCHEM_ACTIVITY_URL,PUBCHEM_ASSAYDATA_COMMENT,PubChem Standard Value,Standard Type,Standard Relation,Standard Value,Standard Units
RESULT_TYPE,,,,,,,FLOAT,STRING,STRING,FLOAT,STRING
RESULT_DESCR,,,,,,,PubChem standardized value transformed from 'Standard Value'. The unit is always micromolar,Standardized activity type (e.g. IC50 rather than Ic-50/Ic50/ic50/ic-50),"Qualifier (e.g. >, <, =) for 'Standard Value'",Standardized activity value transformed to common units: e.g. mM concentrations converted to nM,Selected units for 'Standard Type': e.g. concentrations are in nM
RESULT_UNIT,,,,,,,MICROMOLAR,,,,
RESULT_IS_ACTIVE_CONCENTRATION,,,,,,,TRUE,,,,
1,103523408,26879,Unspecified,,,,100,IC50,>,100000,nM
2,103544846,107935,Active,,,,10.59,IC50,=,10590,nM
3,374271963,134133069,Unspecified,,,,88.7,IC50,=,88700,nM
4,374280260,134135316,Active,,,,31.2,IC50,=,31200,nM
5,374285653,134136796,Active,,,,14.3,IC50,=,14300,nM
6,374289501,134137792,Active,,,,48.1,IC50,=,48100,nM
7,374296464,134139710,Active,,,,26.2,IC50,=,26200,nM
8,374297559,134140026,Unspecified,,,,70,IC50,=,70000,nM
9,374308331,134143011,Unspecified,,,,78.2,IC50,=,78200,nM
10,374319018,134145986,Active,,,,28.7,IC50,=,28700,nM
11,374324065,134147403,Unspecified,,,,57.9,IC50,=,57900,nM
12,374325107,134147685,Unspecified,,,,75,IC50,=,75000,nM
13,374341601,134152348,Active,,,,37.8,IC50,=,37800,nM
