PUBCHEM_RESULT_TAG,PUBCHEM_SID,PUBCHEM_CID,PUBCHEM_ACTIVITY_OUTCOME,PUBCHEM_ACTIVITY_SCORE,PUBCHEM_ACTIVITY_URL,PUBCHEM_ASSAYDATA_COMMENT,PubChem Standard Value,Standard Type,Standard Relation,Standard Value,Standard Units
RESULT_TYPE,,,,,,,FLOAT,STRING,STRING,FLOAT,STRING
RESULT_DESCR,,,,,,,PubChem standardized value transformed from 'Standard Value'. The unit is always micromolar,Standardized activity type (e.g. IC50 rather than Ic-50/Ic50/ic50/ic-50),"Qualifier (e.g. >, <, =) for 'Standard Value'",Standardized activity value transformed to common units: e.g. mM concentrations converted to nM,Selected units for 'Standard Type': e.g. concentrations are in nM
RESULT_UNIT,,,,,,,MICROMOLAR,,,,
RESULT_IS_ACTIVE_CONCENTRATION,,,,,,,TRUE,,,,
1,103173891,94391,Unspecified,,,,84.53,IC50,=,84530,nM
2,103507642,3385,Active,,,,44.04,IC50,=,44040,nM
3,174488824,73346427,Active,,,,39.84,IC50,=,39840,nM
4,174488825,73346428,Active,,,,18.55,IC50,=,18550,nM
5,174493869,73347930,Active,,,,29.52,IC50,=,29520,nM
6,174493870,73347931,Active,,,,38.45,IC50,=,38450,nM
7,174493871,73347932,Active,,,,13.27,IC50,=,13270,nM
8,174493872,73347933,Active,,,,22.64,IC50,=,22640,nM
9,174493873,73347934,Active,,,,26.78,IC50,=,26780,nM
10,174499022,73349471,Active,,,,24.47,IC50,=,24470,nM
11,174499023,73349472,Active,,,,42.71,IC50,=,42710,nM
12,174499024,73349473,Active,,,,41.18,IC50,=,41180,nM
13,174499025,73349474,Unspecified,,,,50,IC50,>,50000,nM
14,174499026,73349475,Active,,,,19.79,IC50,=,19790,nM
15,174499027,73349476,Active,,,,29.06,IC50,=,29060,nM
16,174499028,73349477,Active,,,,30.17,IC50,=,30170,nM
17,174499029,73349478,Active,,,,37.1,IC50,=,37100,nM
18,174504275,73351029,Active,,,,36.44,IC50,=,36440,nM
19,174504276,73351030,Active,,,,36.11,IC50,=,36110,nM
20,174504277,73351031,Active,,,,36.73,IC50,=,36730,nM
21,174504278,73351032,Active,,,,22.45,IC50,=,22450,nM
22,174504279,73351033,Active,,,,37.92,IC50,=,37920,nM
23,174509393,73352510,Active,,,,11.49,IC50,=,11490,nM
24,174509394,73352511,Unspecified,,,,50,IC50,>,50000,nM
25,174509395,73352512,Active,,,,41.51,IC50,=,41510,nM
26,174514562,73353987,Active,,,,27.87,IC50,=,27870,nM
27,174514563,73353988,Active,,,,17.74,IC50,=,17740,nM
28,174519585,73355525,Active,,,,21.08,IC50,=,21080,nM
29,174519586,73355526,Active,,,,19.28,IC50,=,19280,nM
30,174519587,73355527,Active,,,,23.83,IC50,=,23830,nM
31,174524862,73357063,Active,,,,24.82,IC50,=,24820,nM
32,174524863,73357064,Active,,,,22.43,IC50,=,22430,nM
33,174524864,73357065,Active,,,,28.42,IC50,=,28420,nM
