PUBCHEM_RESULT_TAG,PUBCHEM_SID,PUBCHEM_CID,PUBCHEM_ACTIVITY_OUTCOME,PUBCHEM_ACTIVITY_SCORE,PUBCHEM_ACTIVITY_URL,PUBCHEM_ASSAYDATA_COMMENT,PubChem Standard Value,Standard Type,Standard Relation,Standard Value,Standard Units
RESULT_TYPE,,,,,,,FLOAT,STRING,STRING,FLOAT,STRING
RESULT_DESCR,,,,,,,PubChem standardized value transformed from 'Standard Value'. The unit is always micromolar,Standardized activity type (e.g. IC50 rather than Ic-50/Ic50/ic50/ic-50),"Qualifier (e.g. >, <, =) for 'Standard Value'",Standardized activity value transformed to common units: e.g. mM concentrations converted to nM,Selected units for 'Standard Type': e.g. concentrations are in nM
RESULT_UNIT,,,,,,,MICROMOLAR,,,,
RESULT_IS_ACTIVE_CONCENTRATION,,,,,,,TRUE,,,,
1,103220499,10168,Unspecified,,,,100,IC50,>,100000,nM
2,103507642,3385,Active,,,,29.98,IC50,=,29980,nM
3,194139140,73213391,Unspecified,,,,71.25,IC50,=,71250,nM
4,194139141,73213443,Unspecified,,,,87.34,IC50,=,87340,nM
5,194139142,73213445,Active,,,,39.19,IC50,=,39190,nM
6,194139143,73212273,Unspecified,,,,100,IC50,>,100000,nM
7,194139144,73212274,Active,,,,44.36,IC50,=,44360,nM
8,194146106,73212275,Unspecified,,,,62.22,IC50,=,62220,nM
9,194152900,73213388,Unspecified,,,,88.32,IC50,=,88320,nM
10,194159859,73212272,Active,,,,39.25,IC50,=,39250,nM
11,194166834,73212276,Unspecified,,,,77.86,IC50,=,77860,nM
12,194166835,73212362,Unspecified,,,,100,IC50,>,100000,nM
13,194173649,73212361,Unspecified,,,,56.83,IC50,=,56830,nM
14,194173650,73213390,Unspecified,,,,59.38,IC50,=,59380,nM
15,194173651,73213446,Active,,,,22.08,IC50,=,22080,nM
16,194173652,73213447,Active,,,,30.01,IC50,=,30010,nM
17,194180554,73213387,Unspecified,,,,94.24,IC50,=,94240,nM
18,194180555,73213389,Unspecified,,,,62.37,IC50,=,62370,nM
19,194180556,73213444,Unspecified,,,,71.95,IC50,=,71950,nM
