PUBCHEM_RESULT_TAG,PUBCHEM_SID,PUBCHEM_CID,PUBCHEM_ACTIVITY_OUTCOME,PUBCHEM_ACTIVITY_SCORE,PUBCHEM_ACTIVITY_URL,PUBCHEM_ASSAYDATA_COMMENT,PubChem Standard Value,Standard Type,Standard Relation,Standard Value,Standard Units
RESULT_TYPE,,,,,,,FLOAT,STRING,STRING,FLOAT,STRING
RESULT_DESCR,,,,,,,PubChem standardized value transformed from 'Standard Value'. The unit is always micromolar,Standardized activity type (e.g. IC50 rather than Ic-50/Ic50/ic50/ic-50),"Qualifier (e.g. >, <, =) for 'Standard Value'",Standardized activity value transformed to common units: e.g. mM concentrations converted to nM,Selected units for 'Standard Type': e.g. concentrations are in nM
RESULT_UNIT,,,,,,,MICROMOLAR,,,,
RESULT_IS_ACTIVE_CONCENTRATION,,,,,,,TRUE,,,,
1,123097261,31703,Active,,,,1.13,IC50,=,1130,nM
2,336877237,127033135,Active,,,,29.94,IC50,=,29940,nM
3,336877238,127033136,Unspecified,,,,79.43,IC50,=,79430,nM
4,336877245,127033142,Active,,,,25.95,IC50,=,25950,nM
5,336877641,127033411,Active,,,,13.8,IC50,=,13800,nM
6,336877654,127033412,Active,,,,45.48,IC50,=,45480,nM
7,336877658,127033413,Active,,,,13.48,IC50,=,13480,nM
8,336877659,127033414,Active,,,,37.46,IC50,=,37460,nM
9,336877660,127033415,Active,,,,12.39,IC50,=,12390,nM
10,336877661,127033416,Active,,,,24.78,IC50,=,24780,nM
11,336877662,127033417,Active,,,,24.91,IC50,=,24910,nM
12,336877663,127033418,Active,,,,20.68,IC50,=,20680,nM
13,336878073,127033711,Active,,,,46.45,IC50,=,46450,nM
14,336878074,127033712,Active,,,,27.11,IC50,=,27110,nM
15,336878075,15127781,Active,,,,16.21,IC50,=,16210,nM
16,336878076,127033713,Active,,,,9.59,IC50,=,9590,nM
17,336878479,127033988,Active,,,,25.38,IC50,=,25380,nM
18,336878511,127034007,Active,,,,14.66,IC50,=,14660,nM
19,336878512,127034008,Active,,,,12.58,IC50,=,12580,nM
20,336878520,127034015,Active,,,,16.59,IC50,=,16590,nM
21,336878521,127034016,Active,,,,41.96,IC50,=,41960,nM
22,336878522,127034017,Unspecified,,,,72.44,IC50,=,72440,nM
23,336878921,127034252,Active,,,,21.44,IC50,=,21440,nM
24,336878922,127034253,Active,,,,9.9,IC50,=,9900,nM
25,336878923,127034254,Active,,,,31.4,IC50,=,31400,nM
26,336878924,127034255,Active,,,,16.59,IC50,=,16590,nM
27,336878932,127034259,Active,,,,32.25,IC50,=,32250,nM
28,336878933,127034260,Active,,,,23.02,IC50,=,23020,nM
29,336878963,127034287,Unspecified,,,,61,IC50,=,61000,nM
