PUBCHEM_RESULT_TAG,PUBCHEM_SID,PUBCHEM_CID,PUBCHEM_ACTIVITY_OUTCOME,PUBCHEM_ACTIVITY_SCORE,PUBCHEM_ACTIVITY_URL,PUBCHEM_ASSAYDATA_COMMENT,PubChem Standard Value,Standard Type,Standard Relation,Standard Value,Standard Units
RESULT_TYPE,,,,,,,FLOAT,STRING,STRING,FLOAT,STRING
RESULT_DESCR,,,,,,,PubChem standardized value transformed from 'Standard Value'. The unit is always micromolar,Standardized activity type (e.g. IC50 rather than Ic-50/Ic50/ic50/ic-50),"Qualifier (e.g. >, <, =) for 'Standard Value'",Standardized activity value transformed to common units: e.g. mM concentrations converted to nM,Selected units for 'Standard Type': e.g. concentrations are in nM
RESULT_UNIT,,,,,,,MICROMOLAR,,,,
RESULT_IS_ACTIVE_CONCENTRATION,,,,,,,TRUE,,,,
1,103168561,5351344,Active,,,,0.005,IC50,=,5,nM
2,123097261,31703,Active,,,,2.17,IC50,=,2170,nM
3,124974065,36314,Active,,,,0.009,IC50,=,9,nM
4,160677133,5978,Active,,,,0.061,IC50,=,61,nM
5,336901359,127048399,Active,,,,0.053,IC50,=,53,nM
6,336901360,127048400,Active,,,,0.026,IC50,=,26,nM
7,336901361,21850299,Unspecified,,,,1,IC50,>,1000,nM
8,336901362,127048401,Unspecified,,,,1,IC50,>,1000,nM
9,336901363,127048402,Unspecified,,,,1,IC50,>,1000,nM
10,336901364,127048403,Unspecified,,,,1,IC50,>,1000,nM
11,336902225,127049070,Active,,,,0.036,IC50,=,36,nM
12,336902659,127049384,Active,,,,0.03,IC50,=,30,nM
13,336902660,127049385,Active,,,,0.033,IC50,=,33,nM
14,336906125,127051876,Active,,,,0.058,IC50,=,58,nM
15,336906126,127051877,Active,,,,0.008,IC50,=,8,nM
16,336906127,127051878,Active,,,,0.039,IC50,=,39,nM
17,336906128,127051879,Active,,,,0.025,IC50,=,25,nM
18,336906129,127051880,Active,,,,0.089,IC50,=,89,nM
19,336906130,127051881,Active,,,,0.126,IC50,=,126,nM
20,336906558,127052200,Active,,,,0.514,IC50,=,514,nM
21,336907009,127052509,Active,,,,0.041,IC50,=,41,nM
22,336907404,21850214,Unspecified,,,,1,IC50,>,1000,nM
23,336907405,127052790,Active,,,,0.164,IC50,=,164,nM
24,336907406,127052791,Active,,,,0.074,IC50,=,74,nM
25,336907407,127052792,Active,,,,0.331,IC50,=,331,nM
26,336907408,21850283,Active,,,,0.224,IC50,=,224,nM
27,336907409,127052793,Active,,,,0.023,IC50,=,23,nM
28,336907410,127052794,Active,,,,0.003,IC50,=,3,nM
29,336907411,127052795,Active,,,,0.056,IC50,=,56,nM
30,336907412,127052796,Unspecified,,,,1,IC50,>,1000,nM
31,336907413,127052797,Unspecified,,,,1,IC50,>,1000,nM
32,336907414,127052798,Active,,,,0.272,IC50,=,272,nM
33,336907415,127052799,Active,,,,0.452,IC50,=,452,nM
34,336907416,127052800,Active,,,,0.055,IC50,=,55,nM
