PUBCHEM_RESULT_TAG,PUBCHEM_SID,PUBCHEM_CID,PUBCHEM_ACTIVITY_OUTCOME,PUBCHEM_ACTIVITY_SCORE,PUBCHEM_ACTIVITY_URL,PUBCHEM_ASSAYDATA_COMMENT,PubChem Standard Value,Standard Type,Standard Relation,Standard Value,Standard Units
RESULT_TYPE,,,,,,,FLOAT,STRING,STRING,FLOAT,STRING
RESULT_DESCR,,,,,,,PubChem standardized value transformed from 'Standard Value'. The unit is always micromolar,Standardized activity type (e.g. IC50 rather than Ic-50/Ic50/ic50/ic-50),"Qualifier (e.g. >, <, =) for 'Standard Value'",Standardized activity value transformed to common units: e.g. mM concentrations converted to nM,Selected units for 'Standard Type': e.g. concentrations are in nM
RESULT_UNIT,,,,,,,MICROMOLAR,,,,
RESULT_IS_ACTIVE_CONCENTRATION,,,,,,,TRUE,,,,
1,103173891,94391,Unspecified,,,,76.76,IC50,=,76760,nM
2,103507642,3385,Active,,,,26.98,IC50,=,26980,nM
3,194140376,76310930,Active,,,,26.9,IC50,=,26900,nM
4,194140377,76310931,Active,,,,24.65,IC50,=,24650,nM
5,194140378,76310932,Active,,,,36.9,IC50,=,36900,nM
6,194140379,76310933,Active,,,,20.42,IC50,=,20420,nM
7,194147239,76314571,Active,,,,25.26,IC50,=,25260,nM
8,194147240,76314572,Active,,,,29.5,IC50,=,29500,nM
9,194147241,76314573,Active,,,,22.89,IC50,=,22890,nM
10,194147242,76314574,Active,,,,42.78,IC50,=,42780,nM
11,194154122,76318151,Active,,,,27.71,IC50,=,27710,nM
12,194161101,76321837,Active,,,,27.1,IC50,=,27100,nM
13,194161102,76321838,Active,,,,26.3,IC50,=,26300,nM
14,194161103,76321839,Active,,,,32.91,IC50,=,32910,nM
15,194168017,76325470,Active,,,,34.64,IC50,=,34640,nM
16,194168018,76325471,Active,,,,23.86,IC50,=,23860,nM
17,194174817,76329016,Active,,,,38.07,IC50,=,38070,nM
18,194174818,76329017,Active,,,,23.43,IC50,=,23430,nM
19,194174819,76329018,Active,,,,21.61,IC50,=,21610,nM
20,194188527,76336296,Active,,,,12.4,IC50,=,12400,nM
21,194188528,76336297,Active,,,,25.26,IC50,=,25260,nM
