PUBCHEM_RESULT_TAG,PUBCHEM_SID,PUBCHEM_CID,PUBCHEM_ACTIVITY_OUTCOME,PUBCHEM_ACTIVITY_SCORE,PUBCHEM_ACTIVITY_URL,PUBCHEM_ASSAYDATA_COMMENT,PubChem Standard Value,Standard Type,Standard Relation,Standard Value,Standard Units
RESULT_TYPE,,,,,,,FLOAT,STRING,STRING,FLOAT,STRING
RESULT_DESCR,,,,,,,PubChem standardized value transformed from 'Standard Value'. The unit is always micromolar,Standardized activity type (e.g. IC50 rather than Ic-50/Ic50/ic50/ic-50),"Qualifier (e.g. >, <, =) for 'Standard Value'",Standardized activity value transformed to common units: e.g. mM concentrations converted to nM,Selected units for 'Standard Type': e.g. concentrations are in nM
RESULT_UNIT,,,,,,,MICROMOLAR,,,,
RESULT_IS_ACTIVE_CONCENTRATION,,,,,,,TRUE,,,,
1,312368879,118720654,Active,,,,0.138,IC50,=,138,nM
2,312368880,118143962,Active,,,,0.17,IC50,=,170,nM
3,312368883,118146849,Active,,,,1.607,IC50,=,1607,nM
4,312368884,118146984,Active,,,,0.653,IC50,=,653,nM
5,312368885,118146814,Active,,,,0.4,IC50,=,400,nM
6,312368890,118146855,Active,,,,2.369,IC50,=,2369,nM
7,312368892,118146793,Active,,,,0.18,IC50,=,180,nM
8,312368893,118144051,Active,,,,3.691,IC50,=,3691,nM
9,312368894,70702010,Active,,,,2.169,IC50,=,2169,nM
10,312368895,118146727,Active,,,,2.689,IC50,=,2689,nM
11,312368896,118146932,Active,,,,1.028,IC50,=,1028,nM
12,312368899,87057579,Active,,,,2.74,IC50,=,2740,nM
13,312368900,118146748,Active,,,,4.544,IC50,=,4544,nM
14,312368901,118144359,Active,,,,0.537,IC50,=,537,nM
15,312368902,118146884,Active,,,,7.791,IC50,=,7791,nM
16,312368903,118144281,Active,,,,2.057,IC50,=,2057,nM
17,312368904,118146828,Active,,,,2.625,IC50,=,2625,nM
18,312368905,118146826,Active,,,,3.162,IC50,=,3162,nM
19,312368906,118146874,Active,,,,1.284,IC50,=,1284,nM
20,312368907,118146873,Active,,,,5.385,IC50,=,5385,nM
21,312368908,118144367,Active,,,,5.046,IC50,=,5046,nM
22,312368909,118146805,Active,,,,0.758,IC50,=,758,nM
23,312368910,118146979,Active,,,,1.249,IC50,=,1249,nM
24,312368911,118146804,Active,,,,1.226,IC50,=,1226,nM
25,312368912,118146882,Active,,,,0.679,IC50,=,679,nM
26,312368913,101891709,Active,,,,0.528,IC50,=,528,nM
27,312368914,118720657,Active,,,,4.495,IC50,=,4495,nM
28,312368915,118146813,Active,,,,4.728,IC50,=,4728,nM
29,312368918,118720658,Active,,,,1.873,IC50,=,1873,nM
30,312368919,118720659,Active,,,,2.756,IC50,=,2756,nM
