PUBCHEM_RESULT_TAG,PUBCHEM_SID,PUBCHEM_CID,PUBCHEM_ACTIVITY_OUTCOME,PUBCHEM_ACTIVITY_SCORE,PUBCHEM_ACTIVITY_URL,PUBCHEM_ASSAYDATA_COMMENT,PubChem Standard Value,Standard Type,Standard Relation,Standard Value,Standard Units
RESULT_TYPE,,,,,,,FLOAT,STRING,STRING,FLOAT,STRING
RESULT_DESCR,,,,,,,PubChem standardized value transformed from 'Standard Value'. The unit is always micromolar,Standardized activity type (e.g. IC50 rather than Ic-50/Ic50/ic50/ic-50),"Qualifier (e.g. >, <, =) for 'Standard Value'",Standardized activity value transformed to common units: e.g. mM concentrations converted to nM,Selected units for 'Standard Type': e.g. concentrations are in nM
RESULT_UNIT,,,,,,,MICROMOLAR,,,,
RESULT_IS_ACTIVE_CONCENTRATION,,,,,,,TRUE,,,,
1,103220499,10168,Active,,,,28.31,IC50,=,28310,nM
2,103507642,3385,Active,,,,42.2,IC50,=,42200,nM
3,194139140,73213391,Unspecified,,,,79.89,IC50,=,79890,nM
4,194139141,73213443,Unspecified,,,,89.47,IC50,=,89470,nM
5,194139142,73213445,Active,,,,28.27,IC50,=,28270,nM
6,194139143,73212273,Unspecified,,,,100,IC50,>,100000,nM
7,194139144,73212274,Active,,,,38.94,IC50,=,38940,nM
8,194146106,73212275,Unspecified,,,,67.68,IC50,=,67680,nM
9,194152900,73213388,Unspecified,,,,85.47,IC50,=,85470,nM
10,194159859,73212272,Active,,,,27.36,IC50,=,27360,nM
11,194166834,73212276,Unspecified,,,,74.36,IC50,=,74360,nM
12,194166835,73212362,Unspecified,,,,100,IC50,>,100000,nM
13,194173649,73212361,Unspecified,,,,55.41,IC50,=,55410,nM
14,194173650,73213390,Active,,,,24.31,IC50,=,24310,nM
15,194173651,73213446,Active,,,,28.27,IC50,=,28270,nM
16,194173652,73213447,Active,,,,14.97,IC50,=,14970,nM
17,194180554,73213387,Unspecified,,,,88.17,IC50,=,88170,nM
18,194180555,73213389,Unspecified,,,,75.36,IC50,=,75360,nM
19,194180556,73213444,Unspecified,,,,76.98,IC50,=,76980,nM
