PUBCHEM_RESULT_TAG,PUBCHEM_SID,PUBCHEM_CID,PUBCHEM_ACTIVITY_OUTCOME,PUBCHEM_ACTIVITY_SCORE,PUBCHEM_ACTIVITY_URL,PUBCHEM_ASSAYDATA_COMMENT,PubChem Standard Value,Standard Type,Standard Relation,Standard Value,Standard Units
RESULT_TYPE,,,,,,,FLOAT,STRING,STRING,FLOAT,STRING
RESULT_DESCR,,,,,,,PubChem standardized value transformed from 'Standard Value'. The unit is always micromolar,Standardized activity type (e.g. IC50 rather than Ic-50/Ic50/ic50/ic-50),"Qualifier (e.g. >, <, =) for 'Standard Value'",Standardized activity value transformed to common units: e.g. mM concentrations converted to nM,Selected units for 'Standard Type': e.g. concentrations are in nM
RESULT_UNIT,,,,,,,MICROMOLAR,,,,
RESULT_IS_ACTIVE_CONCENTRATION,,,,,,,TRUE,,,,
1,312377862,118726130,Unspecified,,,,88.6,IC50,=,88600,nM
2,312377863,118726131,Active,,,,17.4,IC50,=,17400,nM
3,312377864,118726132,Active,,,,47.9,IC50,=,47900,nM
4,312377865,118726133,Unspecified,,,,100,IC50,>,100000,nM
5,312377866,118726134,Unspecified,,,,100,IC50,>,100000,nM
6,312377867,118726135,Unspecified,,,,78.1,IC50,=,78100,nM
7,312377868,118726136,Unspecified,,,,87.6,IC50,=,87600,nM
8,312377869,118726137,Unspecified,,,,65.3,IC50,=,65300,nM
