PUBCHEM_RESULT_TAG,PUBCHEM_SID,PUBCHEM_CID,PUBCHEM_ACTIVITY_OUTCOME,PUBCHEM_ACTIVITY_SCORE,PUBCHEM_ACTIVITY_URL,PUBCHEM_ASSAYDATA_COMMENT,PubChem Standard Value,Standard Type,Standard Relation,Standard Value,Standard Units
RESULT_TYPE,,,,,,,FLOAT,STRING,STRING,FLOAT,STRING
RESULT_DESCR,,,,,,,PubChem standardized value transformed from 'Standard Value'. The unit is always micromolar,Standardized activity type (e.g. IC50 rather than Ic-50/Ic50/ic50/ic-50),"Qualifier (e.g. >, <, =) for 'Standard Value'",Standardized activity value transformed to common units: e.g. mM concentrations converted to nM,Selected units for 'Standard Type': e.g. concentrations are in nM
RESULT_UNIT,,,,,,,MICROMOLAR,,,,
RESULT_IS_ACTIVE_CONCENTRATION,,,,,,,TRUE,,,,
1,103507642,3385,Active,,,,19.84,IC50,=,19840,nM
2,103623345,44578128,Unspecified,,,,100,IC50,>,100000,nM
3,312357905,118713859,Unspecified,,,,100,IC50,>,100000,nM
4,312357906,118713860,Unspecified,,,,67.9,IC50,=,67900,nM
5,312357907,118713861,Unspecified,,,,77.2,IC50,=,77200,nM
6,312357908,118713862,Unspecified,,,,100,IC50,>,100000,nM
7,312357909,118713863,Active,,,,14.61,IC50,=,14610,nM
8,312357910,118713864,Active,,,,13.03,IC50,=,13030,nM
9,312357911,118713865,Active,,,,20.83,IC50,=,20830,nM
10,312357912,118713866,Active,,,,18.16,IC50,=,18160,nM
11,312357913,118713867,Active,,,,17.94,IC50,=,17940,nM
12,312357914,118713868,Active,,,,20.32,IC50,=,20320,nM
13,312357915,118713869,Active,,,,20.07,IC50,=,20070,nM
14,312357916,118713870,Unspecified,,,,54.43,IC50,=,54430,nM
15,312357917,118713871,Unspecified,,,,100,IC50,>,100000,nM
16,312357918,118713872,Unspecified,,,,100,IC50,>,100000,nM
17,312357919,118713874,Unspecified,,,,100,IC50,>,100000,nM
18,312357920,118713876,Unspecified,,,,100,IC50,>,100000,nM
19,312357921,118713878,Unspecified,,,,100,IC50,>,100000,nM
20,312357922,118713880,Active,,,,23.89,IC50,=,23890,nM
21,312357923,118713882,Unspecified,,,,100,IC50,>,100000,nM
22,312357924,118713884,Unspecified,,,,100,IC50,>,100000,nM
23,312357925,118713886,Unspecified,,,,100,IC50,>,100000,nM
24,312357926,118713888,Unspecified,,,,100,IC50,>,100000,nM
