PUBCHEM_RESULT_TAG,PUBCHEM_SID,PUBCHEM_CID,PUBCHEM_ACTIVITY_OUTCOME,PUBCHEM_ACTIVITY_SCORE,PUBCHEM_ACTIVITY_URL,PUBCHEM_ASSAYDATA_COMMENT,PubChem Standard Value,Standard Type,Standard Relation,Standard Value,Standard Units
RESULT_TYPE,,,,,,,FLOAT,STRING,STRING,FLOAT,STRING
RESULT_DESCR,,,,,,,PubChem standardized value transformed from 'Standard Value'. The unit is always micromolar,Standardized activity type (e.g. IC50 rather than Ic-50/Ic50/ic50/ic-50),"Qualifier (e.g. >, <, =) for 'Standard Value'",Standardized activity value transformed to common units: e.g. mM concentrations converted to nM,Selected units for 'Standard Type': e.g. concentrations are in nM
RESULT_UNIT,,,,,,,MICROMOLAR,,,,
RESULT_IS_ACTIVE_CONCENTRATION,,,,,,,TRUE,,,,
1,103173891,94391,Unspecified,,,,80.53,IC50,=,80530,nM
2,103507642,3385,Active,,,,36.04,IC50,=,36040,nM
3,194140376,76310930,Active,,,,32.35,IC50,=,32350,nM
4,194140377,76310931,Active,,,,26.34,IC50,=,26340,nM
5,194140378,76310932,Active,,,,26.1,IC50,=,26100,nM
6,194140379,76310933,Active,,,,26.98,IC50,=,26980,nM
7,194147239,76314571,Active,,,,15.21,IC50,=,15210,nM
8,194147240,76314572,Active,,,,40.42,IC50,=,40420,nM
9,194147241,76314573,Active,,,,33.34,IC50,=,33340,nM
10,194147242,76314574,Active,,,,36.98,IC50,=,36980,nM
11,194154122,76318151,Active,,,,28.2,IC50,=,28200,nM
12,194161101,76321837,Active,,,,22.83,IC50,=,22830,nM
13,194161102,76321838,Active,,,,15.82,IC50,=,15820,nM
14,194161103,76321839,Active,,,,26.77,IC50,=,26770,nM
15,194168017,76325470,Active,,,,28.68,IC50,=,28680,nM
16,194168018,76325471,Active,,,,26.08,IC50,=,26080,nM
17,194174817,76329016,Active,,,,27.44,IC50,=,27440,nM
18,194174818,76329017,Active,,,,15.78,IC50,=,15780,nM
19,194174819,76329018,Active,,,,28.85,IC50,=,28850,nM
20,194188527,76336296,Active,,,,17.22,IC50,=,17220,nM
21,194188528,76336297,Active,,,,32.83,IC50,=,32830,nM
