PUBCHEM_RESULT_TAG,PUBCHEM_SID,PUBCHEM_CID,PUBCHEM_ACTIVITY_OUTCOME,PUBCHEM_ACTIVITY_SCORE,PUBCHEM_ACTIVITY_URL,PUBCHEM_ASSAYDATA_COMMENT,PubChem Standard Value,Standard Type,Standard Relation,Standard Value,Standard Units
RESULT_TYPE,,,,,,,FLOAT,STRING,STRING,FLOAT,STRING
RESULT_DESCR,,,,,,,PubChem standardized value transformed from 'Standard Value'. The unit is always micromolar,Standardized activity type (e.g. IC50 rather than Ic-50/Ic50/ic50/ic-50),"Qualifier (e.g. >, <, =) for 'Standard Value'",Standardized activity value transformed to common units: e.g. mM concentrations converted to nM,Selected units for 'Standard Type': e.g. concentrations are in nM
RESULT_UNIT,,,,,,,MICROMOLAR,,,,
RESULT_IS_ACTIVE_CONCENTRATION,,,,,,,TRUE,,,,
1,103462407,135519427,Active,,,,9.77237,LC50,<,9772.37,nM
2,103462527,5473067,Active,,,,9.77237,LC50,<,9772.37,nM
3,103462528,11476735,Active,,,,9.77237,LC50,<,9772.37,nM
4,103462703,9572628,Active,,,,9.77237,LC50,<,9772.37,nM
5,103462704,11270237,Active,,,,9.77237,LC50,<,9772.37,nM
6,103462892,9572622,Active,,,,9.77237,LC50,<,9772.37,nM
7,103462893,11199877,Active,,,,9.77237,LC50,<,9772.37,nM
8,103462927,9572736,Active,,,,9.77237,LC50,<,9772.37,nM
9,103462930,11236365,Active,,,,9.77237,LC50,<,9772.37,nM
10,103462988,406815,Active,,,,9.77237,LC50,<,9772.37,nM
11,103462989,11383018,Active,,,,9.77237,LC50,<,9772.37,nM
12,103463024,11430942,Active,,,,9.77237,LC50,<,9772.37,nM
13,103463047,11362368,Active,,,,9.77237,LC50,<,9772.37,nM
14,103463067,9572655,Active,,,,9.77237,LC50,<,9772.37,nM
15,103463075,9572543,Active,,,,9.77237,LC50,<,9772.37,nM
16,103463092,11247653,Active,,,,9.77237,LC50,<,9772.37,nM
17,103463097,406818,Active,,,,9.77237,LC50,<,9772.37,nM
18,103463141,406814,Active,,,,9.77237,LC50,<,9772.37,nM
19,103463229,11485823,Active,,,,9.77237,LC50,<,9772.37,nM
20,103463230,135448230,Active,,,,9.77237,LC50,<,9772.37,nM
21,103463245,9572616,Active,,,,9.77237,LC50,<,9772.37,nM
22,103463248,11751027,Active,,,,9.77237,LC50,<,9772.37,nM
