PUBCHEM_RESULT_TAG,PUBCHEM_SID,PUBCHEM_CID,PUBCHEM_ACTIVITY_OUTCOME,PUBCHEM_ACTIVITY_SCORE,PUBCHEM_ACTIVITY_URL,PUBCHEM_ASSAYDATA_COMMENT,PubChem Standard Value,Standard Type,Standard Relation,Standard Value,Standard Units
RESULT_TYPE,,,,,,,FLOAT,STRING,STRING,FLOAT,STRING
RESULT_DESCR,,,,,,,PubChem standardized value transformed from 'Standard Value'. The unit is always micromolar,Standardized activity type (e.g. IC50 rather than Ic-50/Ic50/ic50/ic-50),"Qualifier (e.g. >, <, =) for 'Standard Value'",Standardized activity value transformed to common units: e.g. mM concentrations converted to nM,Selected units for 'Standard Type': e.g. concentrations are in nM
RESULT_UNIT,,,,,,,MICROMOLAR,,,,
RESULT_IS_ACTIVE_CONCENTRATION,,,,,,,TRUE,,,,
1,103507642,3385,Active,,,,7.244,IC50,=,7244,nM
2,123097261,31703,Active,,,,1.986,IC50,=,1986,nM
3,318388686,122189523,Active,,,,20.13,IC50,=,20130,nM
4,318388687,122189524,Unspecified,,,,50,IC50,>,50000,nM
5,318388688,122189525,Unspecified,,,,50,IC50,>,50000,nM
6,318388689,122189526,Unspecified,,,,50,IC50,>,50000,nM
7,318388690,122189527,Active,,,,10.47,IC50,=,10470,nM
8,318388691,122189528,Active,,,,19.87,IC50,=,19870,nM
9,318388692,122189529,Active,,,,12.88,IC50,=,12880,nM
10,318388693,122189530,Active,,,,14.79,IC50,=,14790,nM
11,318388694,122189531,Active,,,,1.87,IC50,=,1870,nM
12,318388695,122189532,Unspecified,,,,50,IC50,>,50000,nM
13,318388696,122189533,Active,,,,15.84,IC50,=,15840,nM
14,318388697,122189534,Unspecified,,,,50,IC50,>,50000,nM
15,318388698,122189535,Active,,,,14.45,IC50,=,14450,nM
16,318388699,122189536,Active,,,,4.36,IC50,=,4360,nM
17,318388700,122189537,Active,,,,23.44,IC50,=,23440,nM
18,318388701,122189538,Active,,,,4.26,IC50,=,4260,nM
19,318388702,122189539,Active,,,,12.59,IC50,=,12590,nM
20,318388703,122189540,Active,,,,7.94,IC50,=,7940,nM
21,318388704,122189541,Active,,,,7.41,IC50,=,7410,nM
22,318388705,122189542,Active,,,,14.45,IC50,=,14450,nM
