PUBCHEM_RESULT_TAG,PUBCHEM_SID,PUBCHEM_CID,PUBCHEM_ACTIVITY_OUTCOME,PUBCHEM_ACTIVITY_SCORE,PUBCHEM_ACTIVITY_URL,PUBCHEM_ASSAYDATA_COMMENT,PubChem Standard Value,Standard Type,Standard Relation,Standard Value,Standard Units
RESULT_TYPE,,,,,,,FLOAT,STRING,STRING,FLOAT,STRING
RESULT_DESCR,,,,,,,PubChem standardized value transformed from 'Standard Value'. The unit is always micromolar,Standardized activity type (e.g. IC50 rather than Ic-50/Ic50/ic50/ic-50),"Qualifier (e.g. >, <, =) for 'Standard Value'",Standardized activity value transformed to common units: e.g. mM concentrations converted to nM,Selected units for 'Standard Type': e.g. concentrations are in nM
RESULT_UNIT,,,,,,,MICROMOLAR,,,,
RESULT_IS_ACTIVE_CONCENTRATION,,,,,,,TRUE,,,,
1,103244983,123631,Active,,,,18.22,IC50,=,18220,nM
2,103420820,216239,Active,,,,9.14,IC50,=,9140,nM
3,336887051,127038096,Unspecified,,,,50,IC50,>,50000,nM
4,336887052,127038097,Active,,,,27.19,IC50,=,27190,nM
5,336887511,127038447,Unspecified,,,,50,IC50,>,50000,nM
6,336887512,127038448,Active,,,,6.85,IC50,=,6850,nM
7,336887513,127038449,Active,,,,24.89,IC50,=,24890,nM
8,336887514,127038450,Active,,,,36.62,IC50,=,36620,nM
9,336887530,127038460,Active,,,,35.87,IC50,=,35870,nM
10,336887531,127038461,Unspecified,,,,50,IC50,>,50000,nM
11,336887532,127038462,Active,,,,18.84,IC50,=,18840,nM
12,336887987,127038838,Active,,,,34.16,IC50,=,34160,nM
13,336887988,127038839,Active,,,,31.59,IC50,=,31590,nM
14,336888299,127039073,Active,,,,25.5,IC50,=,25500,nM
15,336889257,127039782,Unspecified,,,,50,IC50,>,50000,nM
16,336889258,127039783,Unspecified,,,,50,IC50,>,50000,nM
17,336889259,127039784,Unspecified,,,,50,IC50,>,50000,nM
18,336889260,127039785,Unspecified,,,,50,IC50,>,50000,nM
19,336889264,127039788,Unspecified,,,,50,IC50,>,50000,nM
20,336889265,127039789,Active,,,,16.95,IC50,=,16950,nM
21,336889266,127039790,Active,,,,17.47,IC50,=,17470,nM
22,336889267,127039791,Active,,,,41.52,IC50,=,41520,nM
23,336889272,127039796,Active,,,,24.58,IC50,=,24580,nM
24,336889273,127039797,Unspecified,,,,50,IC50,>,50000,nM
25,336889274,127039798,Active,,,,19.72,IC50,=,19720,nM
26,336889691,127040130,Active,,,,17.45,IC50,=,17450,nM
27,336889698,127040137,Unspecified,,,,50,IC50,>,50000,nM
28,336889699,127040138,Unspecified,,,,50,IC50,>,50000,nM
29,336889700,127040139,Unspecified,,,,50,IC50,>,50000,nM
30,336889706,127040145,Unspecified,,,,50,IC50,>,50000,nM
31,336889707,127040146,Active,,,,21.52,IC50,=,21520,nM
32,336890874,127041051,Active,,,,39.95,IC50,=,39950,nM
